experiment_id,dataset_name,model_type,fusion_strategy,curve_threshold,precision,recall,f1
c94f7b75-f14d-4898-8055-ea05bc45d1f6,CICIDS,Ensemble_without_LUNAR,rank_mean,0.22448979591836732,0.30830427201394944,0.9735030970406057,0.4682999503393478
c94f7b75-f14d-4898-8055-ea05bc45d1f6,CICIDS,Ensemble_without_LUNAR,rank_mean,0.24489795918367346,0.31925465838509315,0.9728148657949071,0.48074143355156873
c94f7b75-f14d-4898-8055-ea05bc45d1f6,CICIDS,Ensemble_without_LUNAR,rank_mean,0.26530612244897955,0.3273174733388023,0.9611149346180317,0.4883293994230265
c94f7b75-f14d-4898-8055-ea05bc45d1f6,CICIDS,Ensemble_without_LUNAR,rank_mean,0.2857142857142857,0.33446355049648824,0.9504473503097041,0.4948047294876388
c94f7b75-f14d-4898-8055-ea05bc45d1f6,CICIDS,Ensemble_without_LUNAR,rank_mean,0.3061224489795918,0.3422299825392866,0.9442532690984171,0.5023800805565727
c94f7b75-f14d-4898-8055-ea05bc45d1f6,CICIDS,Ensemble_without_LUNAR,rank_mean,0.32653061224489793,0.35093806219480855,0.9397797660013765,0.5110404191616766
c94f7b75-f14d-4898-8055-ea05bc45d1f6,CICIDS,Ensemble_without_LUNAR,rank_mean,0.3469387755102041,0.36334448160535116,0.9346180316586373,0.5232636547538773
c94f7b75-f14d-4898-8055-ea05bc45d1f6,CICIDS,Ensemble_without_LUNAR,rank_mean,0.36734693877551017,0.37200890372843626,0.9201651754989677,0.5298196948682385
c94f7b75-f14d-4898-8055-ea05bc45d1f6,CICIDS,Ensemble_without_LUNAR,rank_mean,0.3877551020408163,0.383982683982684,0.9156916724019271,0.5410736071573811
c94f7b75-f14d-4898-8055-ea05bc45d1f6,CICIDS,Ensemble_without_LUNAR,rank_mean,0.4081632653061224,0.38989004276114847,0.8785271851342051,0.5400888512798815
c94f7b75-f14d-4898-8055-ea05bc45d1f6,CICIDS,Ensemble_without_LUNAR,rank_mean,0.42857142857142855,0.3907219862789938,0.8231245698554714,0.5299069561364643
c94f7b75-f14d-4898-8055-ea05bc45d1f6,CICIDS,Ensemble_without_LUNAR,rank_mean,0.44897959183673464,0.3986277873070326,0.7997247075017205,0.532051282051282
c94f7b75-f14d-4898-8055-ea05bc45d1f6,CICIDS,Ensemble_without_LUNAR,rank_mean,0.4693877551020408,0.4066412629286881,0.7711631108052306,0.5324937626232624
c94f7b75-f14d-4898-8055-ea05bc45d1f6,CICIDS,Ensemble_without_LUNAR,rank_mean,0.4897959183673469,0.41575618171362855,0.7463867859600826,0.5340391480979934
c94f7b75-f14d-4898-8055-ea05bc45d1f6,CICIDS,Ensemble_without_LUNAR,rank_mean,0.5102040816326531,0.4298780487804878,0.7278045423262216,0.5405060056222847
c94f7b75-f14d-4898-8055-ea05bc45d1f6,CICIDS,Ensemble_without_LUNAR,rank_mean,0.5306122448979591,0.44537996545768566,0.7099105299380591,0.5473600424515787
c94f7b75-f14d-4898-8055-ea05bc45d1f6,CICIDS,Ensemble_without_LUNAR,rank_mean,0.5510204081632653,0.4635103926096998,0.6906400550584997,0.554726368159204
c94f7b75-f14d-4898-8055-ea05bc45d1f6,CICIDS,Ensemble_without_LUNAR,rank_mean,0.5714285714285714,0.4881612090680101,0.6668960770818995,0.5636998254799301
c94f7b75-f14d-4898-8055-ea05bc45d1f6,CICIDS,Ensemble_without_LUNAR,rank_mean,0.5918367346938775,0.5171373731834384,0.6490020646937371,0.5756142224935145
c94f7b75-f14d-4898-8055-ea05bc45d1f6,CICIDS,Ensemble_without_LUNAR,rank_mean,0.6122448979591836,0.5398584179747614,0.6035788024776325,0.5699431356620633
