,,,,AUC_ROC,AUC_ROC,AUC_ROC,AUC_ROC,AUC_ROC,AUC_PR,AUC_PR,AUC_PR,AUC_PR,AUC_PR,Precision,Precision,Precision,Precision,Precision,Recall,Recall,Recall,Recall,Recall,F1,F1,F1,F1,F1,runtime_train,runtime_train,runtime_train,runtime_train,runtime_train,runtime_inference,runtime_inference,runtime_inference,runtime_inference,runtime_inference
,,,,mean,std,min,max,count,mean,std,min,max,count,mean,std,min,max,count,mean,std,min,max,count,mean,std,min,max,count,mean,std,min,max,count,mean,std,min,max,count
dataset_name,model_type,fusion_strategy,threshold_variant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CICIDS,Ensemble_with_LUNAR,rank_mean,operational,0.8874373535395715,0.0018581369879234516,0.8857375474234842,0.8894211293601743,3,0.7468943449824533,0.011481998754723843,0.7338477113288524,0.7554610188840274,3,0.44489030678018066,0.016716725920133305,0.43330970596143037,0.4640546936628977,3,0.9125542019409457,0.002250102696438508,0.911005575056783,0.9151352467478835,3,0.5980280021685368,0.014676648881729619,0.5881396699013022,0.614891467196265,3,244.39282989501953,79.93212934591911,181.47771835327148,334.33467292785645,3,27.276787837346394,11.799681985913509,13.726983070373535,35.29047513008118,3
CICIDS,Ensemble_with_LUNAR,rank_mean,recall_oriented,0.8874373535395715,0.0018581369879234516,0.8857375474234842,0.8894211293601743,3,0.7468943449824533,0.011481998754723843,0.7338477113288524,0.7554610188840274,3,0.4631410564914633,0.02433864312072864,0.4359595070422535,0.48291584901304396,3,0.8892903847477459,0.028674389462988698,0.8638240759859591,0.920348957257898,3,0.608420396968859,0.014766331873000148,0.5916572642198181,0.6195024433585073,3,244.39282989501953,79.93212934591911,181.47771835327148,334.33467292785645,3,27.276787837346394,11.799681985913509,13.726983070373535,35.29047513008118,3
CICIDS,Ensemble_with_LUNAR,rank_mean,standard,0.8874373535395715,0.0018581369879234516,0.8857375474234842,0.8894211293601743,3,0.7468943449824533,0.011481998754723843,0.7338477113288524,0.7554610188840274,3,0.6657557642133476,0.019660457067219698,0.6436776530882743,0.6813720819437827,3,0.7447518755592264,0.006929965118108637,0.7382820565765021,0.7520648358455503,3,0.7028658889247597,0.008062776092896054,0.6936628100747513,0.7086863881869084,3,244.39282989501953,79.93212934591911,181.47771835327148,334.33467292785645,3,27.276787837346394,11.799681985913509,13.726983070373535,35.29047513008118,3
CICIDS,Ensemble_without_LUNAR,rank_mean,operational,0.8816561121681715,0.0018336861307809808,0.8803727273574375,0.8837562617710255,3,0.7297228269876226,0.01453815587887732,0.7130026775891498,0.7393811425844201,3,0.40727301884054423,0.01564493919402014,0.3918126045733408,0.42309617447264924,3,0.9101968476839425,0.005330050215857735,0.9066177988849886,0.9163225273590749,3,0.5626553474324503,0.01588173518831341,0.5471595245883764,0.5788967339018704,3,10.887904405593872,5.2362066197997,4.8497068881988525,14.177165746688843,3,18.720969676971436,10.983313409449199,6.038775444030762,25.130151510238647,3
CICIDS,Ensemble_without_LUNAR,rank_mean,recall_oriented,0.8816561121681715,0.0018336861307809808,0.8803727273574375,0.8837562617710255,3,0.7297228269876226,0.01453815587887732,0.7130026775891498,0.7393811425844201,3,0.5981252484408773,0.04298391982063021,0.55509075697501,0.6410584174868976,3,0.7907805079496181,0.015887415794888043,0.7766363824075986,0.8079702663638241,3,0.6803602306437306,0.026280806891464996,0.6512600559076457,0.7023645573165892,3,10.887904405593872,5.2362066197997,4.8497068881988525,14.177165746688843,3,18.720969676971436,10.983313409449199,6.038775444030762,25.130151510238647,3
CICIDS,Ensemble_without_LUNAR,rank_mean,standard,0.8816561121681715,0.0018336861307809808,0.8803727273574375,0.8837562617710255,3,0.7297228269876226,0.01453815587887732,0.7130026775891498,0.7393811425844201,3,0.7101970671714772,0.020304959756580917,0.689162515273992,0.7296838531720772,3,0.7355289421157685,0.0236895110950425,0.7100970472847409,0.7569688209787322,3,0.7222001079873778,0.0028741760615318517,0.719757220594391,0.7253670886075949,3,10.887904405593872,5.2362066197997,4.8497068881988525,14.177165746688843,3,18.720969676971436,10.983313409449199,6.038775444030762,25.130151510238647,3
CICIDS,Fusion_Level_Comparison,decision_level_AND,operational,0.7509274931242184,0.03838788000609889,0.7235452307148563,0.7948061732584046,3,0.5197677955210944,0.05307955350435662,0.4786726392480934,0.5796959538767217,3,0.24215,0.0,0.24215,0.24215,3,1.0,0.0,1.0,1.0,3,0.3898884997786097,0.0,0.3898884997786097,0.3898884997786097,3,276.87724288304645,111.43232848953284,193.1506860256195,403.35471391677856,3,25.633328119913738,13.170523001705874,10.63180136680603,35.29703450202942,3
CICIDS,Fusion_Level_Comparison,decision_level_AND,recall_oriented,0.7509274931242184,0.03838788000609889,0.7235452307148563,0.7948061732584046,3,0.5197677955210944,0.05307955350435662,0.4786726392480934,0.5796959538767217,3,0.7272575770516663,0.028688466848199028,0.6980620962700562,0.7554106136970057,3,0.5695849679950444,0.07656595355226317,0.5187900061945075,0.6576502168077638,3,0.6378139344151812,0.05744564542789768,0.5952204684770055,0.7031487154013853,3,276.87724288304645,111.43232848953284,193.1506860256195,403.35471391677856,3,25.633328119913738,13.170523001705874,10.63180136680603,35.29703450202942,3
