number,value,datetime_start,datetime_complete,duration,params_contamination,params_leaf_size,params_metric,params_n_neighbors,params_p,state
0,0.791954414999059,2026-09-01 02:53:08.285193,2026-09-01 02:53:13.727914,0 days 00:00:05.442721,0.039149152205203916,60,manhattan,77,,COMPLETE
1,0.8102897276376798,2026-09-01 02:53:13.806978,2026-09-01 02:53:14.341748,0 days 00:00:00.534770,0.2269207396964516,30,euclidean,52,,COMPLETE
2,0.720079292420843,2026-09-01 02:53:14.413498,2026-09-01 02:53:18.229137,0 days 00:00:03.815639,0.22997530625967222,10,minkowski,24,1.0,COMPLETE
3,0.7927852724346478,2026-09-01 02:53:18.300105,2026-09-01 02:53:18.776956,0 days 00:00:00.476851,0.16956180282810995,60,euclidean,16,,COMPLETE
4,0.8286664183087635,2026-09-01 02:53:18.851422,2026-09-01 02:53:22.815919,0 days 00:00:03.964497,0.1721927307352018,50,minkowski,97,1.0,COMPLETE
5,0.70804790620764,2026-09-01 02:53:22.883495,2026-09-01 02:53:26.715649,0 days 00:00:03.832154,0.1718636974605696,20,manhattan,27,,COMPLETE
6,0.773168653698096,2026-09-01 02:53:26.787725,2026-09-01 02:53:27.287097,0 days 00:00:00.499372,0.19161255036121908,20,euclidean,22,,COMPLETE
7,0.8099728661029073,2026-09-01 02:53:27.346103,2026-09-01 02:53:31.184386,0 days 00:00:03.838283,0.49825659545752304,30,manhattan,11,,COMPLETE
8,0.7988603749764768,2026-09-01 02:53:31.251831,2026-09-01 02:53:31.776042,0 days 00:00:00.524211,0.15962230324281163,10,minkowski,45,2.0,COMPLETE
9,0.7813539349735136,2026-09-01 02:53:31.846175,2026-09-01 02:53:35.661784,0 days 00:00:03.815609,0.3682552179079402,20,minkowski,6,1.0,COMPLETE
10,0.8187767657839868,2026-09-01 02:53:35.741365,2026-09-01 02:53:36.202480,0 days 00:00:00.461115,0.020692086565905626,50,minkowski,5,2.0,COMPLETE
11,0.8187767657839868,2026-09-01 02:53:36.276712,2026-09-01 02:53:36.751453,0 days 00:00:00.474741,0.01284746050129626,50,minkowski,5,2.0,COMPLETE
12,0.8080989122018031,2026-09-01 02:53:36.825603,2026-09-01 02:53:40.634259,0 days 00:00:03.808656,0.09321230232361273,50,minkowski,9,1.0,COMPLETE
13,0.8329453778349251,2026-09-01 02:53:40.712226,2026-09-01 02:53:41.309858,0 days 00:00:00.597632,0.29780532013767347,50,minkowski,89,2.0,COMPLETE
14,0.8311789058961947,2026-09-01 02:53:41.376573,2026-09-01 02:53:45.364294,0 days 00:00:03.987721,0.317580620253641,40,minkowski,99,1.0,COMPLETE
15,0.8181406878670661,2026-09-01 02:53:45.429516,2026-09-01 02:53:45.998041,0 days 00:00:00.568525,0.3295919510162072,40,minkowski,62,2.0,COMPLETE
16,0.724599859287777,2026-09-01 02:53:46.060138,2026-09-01 02:53:49.957764,0 days 00:00:03.897626,0.34746422748116745,40,minkowski,38,1.0,COMPLETE
17,0.8332757965624477,2026-09-01 02:53:50.032701,2026-09-01 02:53:50.613270,0 days 00:00:00.580569,0.4192841466126804,40,minkowski,90,2.0,COMPLETE
18,0.8235122965756685,2026-09-01 02:53:50.691693,2026-09-01 02:53:51.265366,0 days 00:00:00.573673,0.44613769882605125,30,euclidean,70,,COMPLETE
19,0.7133853023479376,2026-09-01 02:53:51.341744,2026-09-01 02:53:55.208149,0 days 00:00:03.866405,0.41006447748423974,60,manhattan,37,,COMPLETE
20,0.8274619138759651,2026-09-01 02:53:55.279859,2026-09-01 02:53:55.851136,0 days 00:00:00.571277,0.2906910729179106,40,minkowski,79,2.0,COMPLETE
21,0.8329453778349251,2026-09-01 02:53:55.935938,2026-09-01 02:53:56.525532,0 days 00:00:00.589594,0.30432929298651845,40,minkowski,89,2.0,COMPLETE
22,0.815405229873809,2026-09-01 02:53:56.602351,2026-09-01 02:53:57.145181,0 days 00:00:00.542830,0.2624321341279136,40,minkowski,58,2.0,COMPLETE
23,0.834732202383119,2026-09-01 02:53:57.220567,2026-09-01 02:53:57.832349,0 days 00:00:00.611782,0.42882490287411545,50,minkowski,97,2.0,COMPLETE
24,0.8224162833255476,2026-09-01 02:53:57.907213,2026-09-01 02:53:58.476002,0 days 00:00:00.568789,0.4017017924182369,50,minkowski,67,2.0,COMPLETE
25,0.8035238137977774,2026-09-01 02:53:58.546496,2026-09-01 02:53:59.077286,0 days 00:00:00.530790,0.49743629600937145,50,minkowski,48,2.0,COMPLETE
26,0.834732202383119,2026-09-01 02:53:59.155316,2026-09-01 02:53:59.766213,0 days 00:00:00.610897,0.45164983571741324,60,minkowski,97,2.0,COMPLETE
27,0.8224162833255476,2026-09-01 02:53:59.832305,2026-09-01 02:54:00.402196,0 days 00:00:00.569891,0.4434774414689519,60,minkowski,67,2.0,COMPLETE
28,0.7282330860227766,2026-09-01 02:54:00.476403,2026-09-01 02:54:04.307502,0 days 00:00:03.831099,0.44287823093416606,60,manhattan,39,,COMPLETE
29,0.8294182201538738,2026-09-01 02:54:04.380220,2026-09-01 02:54:04.963441,0 days 00:00:00.583221,0.3884099409350668,60,euclidean,83,,COMPLETE
30,0.7914039526045925,2026-09-01 02:54:05.040767,2026-09-01 02:54:08.945985,0 days 00:00:03.905218,0.4611638084432347,60,manhattan,75,,COMPLETE
31,0.8366769362682088,2026-09-01 02:54:09.022433,2026-09-01 02:54:09.627604,0 days 00:00:00.605171,0.3648676372035545,50,minkowski,100,2.0,COMPLETE
32,0.8135037242584066,2026-09-01 02:54:09.701586,2026-09-01 02:54:10.240221,0 days 00:00:00.538635,0.36824885300477955,50,minkowski,55,2.0,COMPLETE
33,0.8349793604355634,2026-09-01 02:54:10.312831,2026-09-01 02:54:10.910515,0 days 00:00:00.597684,0.4153305264571308,60,minkowski,98,2.0,COMPLETE
34,0.8366769362682088,2026-09-01 02:54:10.986974,2026-09-01 02:54:11.597334,0 days 00:00:00.610360,0.47214375152040045,60,minkowski,100,2.0,COMPLETE
