number,value,datetime_start,datetime_complete,duration,params_epsilon,params_k,params_lr,params_n_epochs,params_proportion,params_samples,params_wd,state
0,0.8391190139190992,2026-09-01 03:06:18.942027,2026-09-01 03:06:53.236256,0 days 00:00:34.294229,0.1316230103092925,16,0.03253824951282945,50,2,SUBSPACE,0.00017296262304374396,COMPLETE
1,0.8502363493029887,2026-09-01 03:06:53.303293,2026-09-01 03:09:01.112837,0 days 00:02:07.809544,0.27705326634679056,71,0.0049922254789382435,150,1,MIXED,0.0009582422386921224,COMPLETE
2,0.8514190545772213,2026-09-01 03:09:01.208172,2026-09-01 03:11:54.236054,0 days 00:02:53.027882,0.16956180282810995,23,0.001795570283181768,225,2,SUBSPACE,0.37650299356467154,COMPLETE
3,0.863741062597293,2026-09-01 03:11:54.305297,2026-09-01 03:15:35.004966,0 days 00:03:40.699669,0.10084813565750601,115,0.0006376530778761661,200,1,UNIFORM,0.0002572107019414529,COMPLETE
4,0.8660597126050068,2026-09-01 03:15:35.084759,2026-09-01 03:16:31.688459,0 days 00:00:56.603700,0.11567747360938377,11,0.0007386265081951704,125,1,MIXED,0.011771842730435786,COMPLETE
5,0.8442537249816809,2026-09-01 03:16:31.757172,2026-09-01 03:19:06.016168,0 days 00:02:34.258996,0.17612921621304822,8,0.09757219939869242,250,2,UNIFORM,0.830368338123394,COMPLETE
6,0.8618870912582077,2026-09-01 03:19:06.078487,2026-09-01 03:20:45.920834,0 days 00:01:39.842347,0.05264848237603523,5,0.00010492035552749626,250,1,SUBSPACE,0.0848088724003594,COMPLETE
7,0.8622544474488558,2026-09-01 03:20:45.983810,2026-09-01 03:22:49.312332,0 days 00:02:03.328522,0.15373239683064463,21,0.0002569052945923138,250,1,MIXED,0.0011801483065795376,COMPLETE
8,0.8210210362552975,2026-09-01 03:22:49.393035,2026-09-01 03:24:59.649078,0 days 00:02:10.256043,0.030011457254553592,127,0.004493738331525859,75,2,SUBSPACE,0.0041402625948293555,COMPLETE
9,0.8687457188033688,2026-09-01 03:24:59.727057,2026-09-01 03:26:57.615994,0 days 00:01:57.888937,0.15295152091512204,124,0.033746009971539176,100,1,SUBSPACE,0.0009554235011655868,COMPLETE
10,0.8603623612229571,2026-09-01 03:26:57.692316,2026-09-01 03:29:20.723608,0 days 00:02:23.031292,0.48277397242085346,41,0.018343389829729283,150,2,SUBSPACE,0.038128553781531925,COMPLETE
11,0.8570808477638941,2026-09-01 03:29:20.812435,2026-09-01 03:30:33.795142,0 days 00:01:12.982707,0.32607333566543284,54,0.0011498743823706674,100,1,MIXED,0.01306298744719702,COMPLETE
12,0.8614863635161747,2026-09-01 03:30:33.868078,2026-09-01 03:31:26.073479,0 days 00:00:52.205401,0.23355179130817885,12,0.010975513384502414,125,1,MIXED,0.002386275866437897,COMPLETE
13,0.8471014082727404,2026-09-01 03:31:26.136555,2026-09-01 03:32:57.016991,0 days 00:01:30.880436,0.38247671862691834,32,0.07187085198953232,175,1,MIXED,0.008240067573378144,COMPLETE
14,0.8659619191575514,2026-09-01 03:32:57.102266,2026-09-01 03:34:57.727367,0 days 00:02:00.625101,0.2242261977884868,5,0.0003634715175776024,300,1,UNIFORM,0.02988069947035307,COMPLETE
15,0.8440172983051354,2026-09-01 03:34:57.794256,2026-09-01 03:35:42.335935,0 days 00:00:44.541679,0.07246329662144012,10,0.0029826107123316578,100,1,SUBSPACE,0.0004459676170311214,COMPLETE
16,0.8707005785321752,2026-09-01 03:35:42.394842,2026-09-01 03:36:31.598232,0 days 00:00:49.203390,0.018362994204311756,92,0.01050589642177117,50,1,MIXED,0.14048117026182474,COMPLETE
17,0.8680222087674465,2026-09-01 03:36:31.676683,2026-09-01 03:37:17.446498,0 days 00:00:45.769815,0.032861487526017294,82,0.012300421438295833,50,1,MIXED,0.14100942722428428,COMPLETE
18,0.8730307000106775,2026-09-01 03:37:17.517134,2026-09-01 03:38:56.742603,0 days 00:01:39.225469,0.015247422301370881,143,0.03948032061119537,75,1,SUBSPACE,0.20686717115259554,COMPLETE
19,0.7908340458989358,2026-09-01 03:38:56.883862,2026-09-01 03:39:41.343617,0 days 00:00:44.459755,0.02114590090850548,80,0.03516761589507275,50,1,UNIFORM,0.24582364114723726,COMPLETE
20,0.8668854230170452,2026-09-01 03:39:41.416775,2026-09-01 03:42:06.450454,0 days 00:02:25.033679,0.011903816938078626,146,0.007903619958173362,75,2,MIXED,0.7413978347247819,COMPLETE
21,0.8643981322965367,2026-09-01 03:42:06.520833,2026-09-01 03:43:52.103160,0 days 00:01:45.582327,0.08432601051911137,100,0.027728111035608932,100,1,SUBSPACE,0.06569392235078554,COMPLETE
22,0.7249453826791826,2026-09-01 03:43:52.340111,2026-09-01 03:44:47.137627,0 days 00:00:54.797516,0.2236863624590965,54,0.07171685565906415,75,1,SUBSPACE,0.298625451161004,COMPLETE
23,0.6384436975167596,2026-09-01 03:44:47.201149,2026-09-01 03:46:06.514148,0 days 00:01:19.312999,0.07023554776145516,100,0.05002415027819478,75,1,SUBSPACE,0.02406644685663642,COMPLETE
24,0.8573716377741472,2026-09-01 03:46:06.586027,2026-09-01 03:47:51.730017,0 days 00:01:45.143990,0.12123302835575761,69,0.022719175062808142,125,1,SUBSPACE,0.14416722437043245,COMPLETE
25,0.8572783858180595,2026-09-01 03:47:51.793412,2026-09-01 03:49:01.200003,0 days 00:01:09.406591,0.1849690815200179,150,0.014985402347021868,50,1,SUBSPACE,0.003977806771356002,COMPLETE
26,0.8552608198676992,2026-09-01 03:49:01.279262,2026-09-01 03:50:38.049135,0 days 00:01:36.769873,0.3135371801713378,94,0.007078837645185109,100,1,SUBSPACE,0.0698220165596051,COMPLETE
27,0.7679743649969026,2026-09-01 03:50:38.144043,2026-09-01 03:52:23.725711,0 days 00:01:45.581668,0.06361520711221878,52,0.04301264730141999,150,1,SUBSPACE,0.00011349697059976057,COMPLETE
