number,value,datetime_start,datetime_complete,duration,params_contamination,params_leaf_size,params_metric,params_n_neighbors,params_p,state
0,0.8394679807488991,2026-08-31 21:14:04.939529,2026-08-31 21:14:08.489794,0 days 00:00:03.550265,0.039149152205203916,60,manhattan,77,,COMPLETE
1,0.8264887598230366,2026-08-31 21:14:08.556464,2026-08-31 21:14:08.869816,0 days 00:00:00.313352,0.2269207396964516,30,euclidean,52,,COMPLETE
2,0.7287151205479332,2026-08-31 21:14:08.930793,2026-08-31 21:14:10.812741,0 days 00:00:01.881948,0.22997530625967222,10,minkowski,24,1.0,COMPLETE
3,0.7547569614355895,2026-08-31 21:14:10.881268,2026-08-31 21:14:11.134792,0 days 00:00:00.253524,0.16956180282810995,60,euclidean,16,,COMPLETE
4,0.8121355738360726,2026-08-31 21:14:11.211834,2026-08-31 21:14:13.235442,0 days 00:00:02.023608,0.1721927307352018,50,minkowski,97,1.0,COMPLETE
5,0.7171446016681926,2026-08-31 21:14:13.306476,2026-08-31 21:14:15.194463,0 days 00:00:01.887987,0.1718636974605696,20,manhattan,27,,COMPLETE
6,0.7849092698709554,2026-08-31 21:14:15.267683,2026-08-31 21:14:15.510263,0 days 00:00:00.242580,0.19161255036121908,20,euclidean,22,,COMPLETE
7,0.7229062490398137,2026-08-31 21:14:15.577806,2026-08-31 21:14:17.417684,0 days 00:00:01.839878,0.49825659545752304,30,manhattan,11,,COMPLETE
8,0.8220459070068964,2026-08-31 21:14:17.485698,2026-08-31 21:14:17.777504,0 days 00:00:00.291806,0.15962230324281163,10,minkowski,45,2.0,COMPLETE
9,0.7787075450093699,2026-08-31 21:14:17.841077,2026-08-31 21:14:19.660265,0 days 00:00:01.819188,0.3682552179079402,20,minkowski,6,1.0,COMPLETE
10,0.7668380912912184,2026-08-31 21:14:19.742119,2026-08-31 21:14:21.562945,0 days 00:00:01.820826,0.019267813998652364,50,manhattan,5,,COMPLETE
11,0.8327513311681873,2026-08-31 21:14:21.633817,2026-08-31 21:14:21.981965,0 days 00:00:00.348148,0.011504568681324628,40,euclidean,79,,COMPLETE
12,0.8119596185197927,2026-08-31 21:14:22.054717,2026-08-31 21:14:24.089766,0 days 00:00:02.035049,0.025517328640056375,60,manhattan,99,,COMPLETE
13,0.831005021953926,2026-08-31 21:14:24.156808,2026-08-31 21:14:24.470930,0 days 00:00:00.314122,0.08084660010874238,40,euclidean,56,,COMPLETE
14,0.8282555025578984,2026-08-31 21:14:24.550261,2026-08-31 21:14:26.516467,0 days 00:00:01.966206,0.09794798590340686,50,manhattan,64,,COMPLETE
