number,value,datetime_start,datetime_complete,duration,params_bootstrap,params_contamination,params_max_features,params_max_samples,params_n_estimators,state
0,0.8335804635690217,2026-09-01 07:56:01.774441,2026-09-01 07:56:02.805253,0 days 00:00:01.030812,True,0.457771400966063,0.966553221140785,0.4067639890203715,300,COMPLETE
1,0.8310814694534454,2026-09-01 07:56:02.868463,2026-09-01 07:56:03.371665,0 days 00:00:00.503202,False,0.39472393473368367,0.5447721105234987,0.5582074999686456,200,COMPLETE
2,0.8332032569100667,2026-09-01 07:56:03.435199,2026-09-01 07:56:04.826399,0 days 00:00:01.391200,False,0.27705326634679056,0.622684413795151,0.609488257740724,500,COMPLETE
3,0.8368976368900927,2026-09-01 07:56:04.898573,2026-09-01 07:56:05.977310,0 days 00:00:01.078737,False,0.31616264948929307,0.977109372355529,0.7457417492186885,300,COMPLETE
4,0.8392596690640246,2026-09-01 07:56:06.056176,2026-09-01 07:56:06.672825,0 days 00:00:00.616649,True,0.4619108580509394,0.8550651602990149,0.9844301217415692,200,COMPLETE
5,0.8215242202599493,2026-09-01 07:56:06.800453,2026-09-01 07:56:07.316520,0 days 00:00:00.516067,False,0.10084813565750601,0.551286129326928,0.3413753380948246,200,COMPLETE
6,0.8314919062228322,2026-09-01 07:56:07.394990,2026-09-01 07:56:07.903395,0 days 00:00:00.508405,False,0.3603154487751809,0.5405766371878715,0.3973006688051278,200,COMPLETE
7,0.8412557209676608,2026-09-01 07:56:07.982651,2026-09-01 07:56:08.515973,0 days 00:00:00.533322,True,0.08700980529091541,0.6714368485600872,0.433574072092035,200,COMPLETE
8,0.847709098224614,2026-09-01 07:56:08.587914,2026-09-01 07:56:09.617110,0 days 00:00:01.029196,False,0.17612921621304822,0.9899088476508899,0.9967978283913689,300,COMPLETE
9,0.8374971260445031,2026-09-01 07:56:09.694019,2026-09-01 07:56:10.043774,0 days 00:00:00.349755,False,0.38021964850567974,0.9270607658102566,0.3748164753439397,100,COMPLETE
10,0.8242401082044245,2026-09-01 07:56:10.123001,2026-09-01 07:56:11.858911,0 days 00:00:01.735910,True,0.21218744733318431,0.7913033490626695,0.15046291873520434,600,COMPLETE
11,0.8431179543184774,2026-09-01 07:56:11.937525,2026-09-01 07:56:13.102219,0 days 00:00:01.164694,True,0.011388389207300814,0.7309703209523117,0.9102894777804196,400,COMPLETE
12,0.8432800633707187,2026-09-01 07:56:13.181532,2026-09-01 07:56:14.381424,0 days 00:00:01.199892,True,0.039994905148763776,0.7607101680583578,0.9726608733557442,400,COMPLETE
13,0.8313342877260546,2026-09-01 07:56:14.455740,2026-09-01 07:56:15.716926,0 days 00:00:01.261186,True,0.1712170288188189,0.8700790086873037,0.8397776700860284,400,COMPLETE
14,0.8353075312003795,2026-09-01 07:56:15.844766,2026-09-01 07:56:17.058530,0 days 00:00:01.213764,False,0.010455343292501296,0.7822883240562775,0.9962491924499801,400,COMPLETE
15,0.8376399257082504,2026-09-01 07:56:17.117562,2026-09-01 07:56:18.723255,0 days 00:00:01.605693,True,0.13473427809944866,0.8809681257070766,0.7804175230295236,500,COMPLETE
16,0.8351373391483032,2026-09-01 07:56:18.818204,2026-09-01 07:56:19.639394,0 days 00:00:00.821190,True,0.22076889805397354,0.6667843322184996,0.8552073614108207,300,COMPLETE
17,0.8431686975952177,2026-09-01 07:56:19.716607,2026-09-01 07:56:21.277926,0 days 00:00:01.561319,False,0.0689398334957868,0.7989686864026758,0.6611759896955092,500,COMPLETE
18,0.8434960590885252,2026-09-01 07:56:21.337628,2026-09-01 07:56:23.124918,0 days 00:00:01.787290,False,0.16588901749748114,0.7301540835689109,0.9165926480200761,600,COMPLETE
19,0.8395807437796825,2026-09-01 07:56:23.203997,2026-09-01 07:56:24.968311,0 days 00:00:01.764314,False,0.23756279425733579,0.7074694830948678,0.7377769605486297,600,COMPLETE
20,0.8517802358080484,2026-09-01 07:56:25.038853,2026-09-01 07:56:25.324428,0 days 00:00:00.285575,False,0.1581496264205559,0.613885804435105,0.9022030452258525,100,COMPLETE
21,0.8491267665845195,2026-09-01 07:56:25.403864,2026-09-01 07:56:25.670691,0 days 00:00:00.266827,False,0.15754837918128817,0.6128945327813279,0.8941162956974904,100,COMPLETE
22,0.8274593874163859,2026-09-01 07:56:25.749872,2026-09-01 07:56:26.036252,0 days 00:00:00.286380,False,0.14749173901158152,0.5851221988528621,0.8596637782016601,100,COMPLETE
23,0.8492848341368435,2026-09-01 07:56:26.108646,2026-09-01 07:56:26.393661,0 days 00:00:00.285015,False,0.1942929093222688,0.617345842907612,0.907290548320811,100,COMPLETE
24,0.8310980845086614,2026-09-01 07:56:26.472444,2026-09-01 07:56:26.722746,0 days 00:00:00.250302,False,0.2706868106893312,0.5018771667736865,0.7871270914377971,100,COMPLETE
25,0.8456856539326489,2026-09-01 07:56:26.801996,2026-09-01 07:56:27.103639,0 days 00:00:00.301643,False,0.11940285226962936,0.6194548198446859,0.675554870220022,100,COMPLETE
26,0.8392048842873668,2026-09-01 07:56:27.180079,2026-09-01 07:56:27.450452,0 days 00:00:00.270373,False,0.2056107029935036,0.6250615525128327,0.9056332498329839,100,COMPLETE
27,0.8404177833181253,2026-09-01 07:56:27.529539,2026-09-01 07:56:27.827110,0 days 00:00:00.297571,False,0.2591098888716314,0.6805054928631071,0.8245357687384527,100,COMPLETE
28,0.8367202599492747,2026-09-01 07:56:27.906186,2026-09-01 07:56:28.197628,0 days 00:00:00.291442,False,0.30465178589134545,0.5911070859741365,0.9152802341757988,100,COMPLETE
29,0.8352913652007099,2026-09-01 07:56:28.265895,2026-09-01 07:56:28.799998,0 days 00:00:00.534103,False,0.1841211336623318,0.6372558687506108,0.7107925949643162,200,COMPLETE
30,0.835030463928266,2026-09-01 07:56:28.878789,2026-09-01 07:56:29.148847,0 days 00:00:00.270058,False,0.06626573676971872,0.5075341390301389,0.5373507133325731,100,COMPLETE
31,0.8249536574676142,2026-09-01 07:56:29.211951,2026-09-01 07:56:29.749833,0 days 00:00:00.537882,False,0.1823822796128103,0.5746328346916398,0.9408788115541671,200,COMPLETE
32,0.8421134170612368,2026-09-01 07:56:29.823926,2026-09-01 07:56:30.855429,0 days 00:00:01.031503,False,0.1259834744937112,0.920785545293523,0.8622138127593282,300,COMPLETE
33,0.8396108305012897,2026-09-01 07:56:30.933683,2026-09-01 07:56:31.897617,0 days 00:00:00.963934,False,0.4908712662109938,0.8259082865241728,0.7998941209628652,300,COMPLETE
34,0.8366861317277502,2026-09-01 07:56:31.973753,2026-09-01 07:56:32.651284,0 days 00:00:00.677531,False,0.14763808986185978,0.9992627609244622,0.9962952404098304,200,COMPLETE
35,0.8373430999920967,2026-09-01 07:56:32.730066,2026-09-01 07:56:33.067721,0 days 00:00:00.337655,False,0.23240992192222026,0.6415362265217865,0.892334645989451,100,COMPLETE
36,0.8422795676133955,2026-09-01 07:56:33.130936,2026-09-01 07:56:33.935851,0 days 00:00:00.804915,False,0.3011962560876837,0.6040613600450064,0.9567388608716938,300,COMPLETE
37,0.844050642688298,2026-09-01 07:56:34.045708,2026-09-01 07:56:34.578846,0 days 00:00:00.533138,False,0.11097613261219454,0.5590638692824423,0.7564338109721105,200,COMPLETE
38,0.8356079493609041,2026-09-01 07:56:34.641981,2026-09-01 07:56:34.942424,0 days 00:00:00.300443,False,0.1848811421705681,0.7004731762923149,0.9457357851897119,100,COMPLETE
39,0.821099862768625,2026-09-01 07:56:35.053403,2026-09-01 07:56:35.540968,0 days 00:00:00.487565,False,0.2566880236676939,0.5366201016464961,0.11459682147026556,200,COMPLETE
40,0.8384464294695397,2026-09-01 07:56:35.620274,2026-09-01 07:56:36.674784,0 days 00:00:01.054510,False,0.34601288919344053,0.9455480444967005,0.6034778828990527,300,COMPLETE
41,0.8421857150042033,2026-09-01 07:56:36.737546,2026-09-01 07:56:37.021586,0 days 00:00:00.284040,False,0.10676597135412051,0.610823440060465,0.503242087970847,100,COMPLETE
42,0.803557507849491,2026-09-01 07:56:37.132778,2026-09-01 07:56:37.415410,0 days 00:00:00.282632,False,0.15155328389173864,0.6518470981716106,0.21652246999330532,100,COMPLETE
43,0.8436379606411795,2026-09-01 07:56:37.494306,2026-09-01 07:56:38.011381,0 days 00:00:00.517075,False,0.19094575955775672,0.5671858529347104,0.6892812847300498,200,COMPLETE
44,0.8300535813077934,2026-09-01 07:56:38.122649,2026-09-01 07:56:38.404806,0 days 00:00:00.282157,False,0.08737636701831854,0.5344396802364926,0.6102417475359472,100,COMPLETE
45,0.8168751481883302,2026-09-01 07:56:38.467976,2026-09-01 07:56:39.036945,0 days 00:00:00.568969,False,0.42196187928756423,0.6900216398432936,0.46240742148731745,200,COMPLETE
46,0.8340028003103872,2026-09-01 07:56:39.147835,2026-09-01 07:56:39.444194,0 days 00:00:00.296359,False,0.21015122119240523,0.6559138760079115,0.8120777859332434,100,COMPLETE
47,0.8425301406082727,2026-09-01 07:56:39.523820,2026-09-01 07:56:40.831752,0 days 00:00:01.307932,True,0.12357697191635401,0.6175936233271202,0.8726272886809019,500,COMPLETE
48,0.8348899095422508,2026-09-01 07:56:40.895275,2026-09-01 07:56:41.509780,0 days 00:00:00.614505,False,0.16415884327126604,0.7374743869416548,0.6566274095744333,200,COMPLETE
49,0.8190490260883311,2026-09-01 07:56:41.589000,2026-09-01 07:56:41.905961,0 days 00:00:00.316961,True,0.09216991607269069,0.8982717684750795,0.2758189060664099,100,COMPLETE
50,0.8418287158448352,2026-09-01 07:56:41.980230,2026-09-01 07:56:42.511090,0 days 00:00:00.530860,False,0.13214535895301296,0.5969521261902881,0.9967546461505064,200,COMPLETE
51,0.8278011186871772,2026-09-01 07:56:42.577814,2026-09-01 07:56:43.121047,0 days 00:00:00.543233,False,0.047862196520437744,0.563113416187491,0.74991621050765,200,COMPLETE
52,0.8423707258893096,2026-09-01 07:56:43.200606,2026-09-01 07:56:43.454143,0 days 00:00:00.253537,False,0.10941195818616577,0.5500928042329106,0.9341231842000817,100,COMPLETE
53,0.8393831593392777,2026-09-01 07:56:43.532979,2026-09-01 07:56:44.051183,0 days 00:00:00.518204,False,0.1593495807300712,0.5249784260357293,0.7482358113463718,200,COMPLETE
54,0.838608538521781,2026-09-01 07:56:44.147145,2026-09-01 07:56:45.218437,0 days 00:00:01.071292,False,0.11240889295948643,0.5807768045899337,0.8339783500316625,400,COMPLETE
55,0.8505601518885479,2026-09-01 07:56:45.282468,2026-09-01 07:56:45.568117,0 days 00:00:00.285649,False,0.07282605512334787,0.6207645753960039,0.8860967324763049,100,COMPLETE
56,0.8413693320208937,2026-09-01 07:56:45.647280,2026-09-01 07:56:45.925970,0 days 00:00:00.278690,False,0.06963418185975671,0.6319038811106351,0.8863959902953591,100,COMPLETE
57,0.8279151787959563,2026-09-01 07:56:46.005386,2026-09-01 07:56:46.317364,0 days 00:00:00.311978,True,0.038485769749892956,0.6761361443659126,0.9599332554697425,100,COMPLETE
58,0.8374634468785251,2026-09-01 07:56:46.380582,2026-09-01 07:56:46.713397,0 days 00:00:00.332815,False,0.20162364896718118,0.8464336021318255,0.9034761065593525,100,COMPLETE
59,0.8316562605528053,2026-09-01 07:56:46.782053,2026-09-01 07:56:47.083311,0 days 00:00:00.301258,False,0.14122838001783877,0.7127355683322678,0.8355429266011383,100,COMPLETE
60,0.8332571435756317,2026-09-01 07:56:47.210314,2026-09-01 07:56:47.508324,0 days 00:00:00.298010,False,0.22992681777666651,0.659691555566241,0.9741064656136555,100,COMPLETE
61,0.8412503323011042,2026-09-01 07:56:47.571820,2026-09-01 07:56:48.403695,0 days 00:00:00.831875,False,0.17464088789111126,0.6076615237235918,0.77180844036128,300,COMPLETE
62,0.8430928072078805,2026-09-01 07:56:48.482958,2026-09-01 07:56:49.004254,0 days 00:00:00.521296,False,0.07636382865557854,0.5596268586061047,0.7134866961223253,200,COMPLETE
63,0.8500792133983806,2026-09-01 07:56:49.067861,2026-09-01 07:56:49.353891,0 days 00:00:00.286030,False,0.03314708448582088,0.6213506937133695,0.927710653452652,100,COMPLETE
64,0.8430999920966225,2026-09-01 07:56:49.427599,2026-09-01 07:56:49.711762,0 days 00:00:00.284163,False,0.03272841648674725,0.6281113186663637,0.9338354858110851,100,COMPLETE
65,0.8306409459624516,2026-09-01 07:56:49.791037,2026-09-01 07:56:50.073368,0 days 00:00:00.282331,False,0.04461293453318476,0.6434682167219554,0.8646156807406151,100,COMPLETE
66,0.8334735883489843,2026-09-01 07:56:50.136538,2026-09-01 07:56:50.437075,0 days 00:00:00.300537,False,0.026700115295409846,0.5880304636746472,0.9195419612489368,100,COMPLETE
67,0.8499979343444867,2026-09-01 07:56:50.513207,2026-09-01 07:56:50.829441,0 days 00:00:00.316234,False,0.056629281937412394,0.764743017060627,0.9667325014857256,100,COMPLETE
68,0.8573947773043734,2026-09-01 07:56:50.908478,2026-09-01 07:56:51.243174,0 days 00:00:00.334696,True,0.018391753292747365,0.8043939627354175,0.9688801670327095,100,COMPLETE
69,0.8454934581588004,2026-09-01 07:56:51.322676,2026-09-01 07:56:51.623257,0 days 00:00:00.300581,True,0.012627774226266406,0.76183904110557,0.9641757592824968,100,COMPLETE
70,0.8270534412024629,2026-09-01 07:56:51.686770,2026-09-01 07:56:52.003157,0 days 00:00:00.316387,True,0.054729770502189676,0.7474578208732561,0.903828727128957,100,COMPLETE
71,0.8338606742299595,2026-09-01 07:56:52.064749,2026-09-01 07:56:52.413223,0 days 00:00:00.348474,True,0.05818389721683319,0.8089884001337888,0.9716367982146644,100,COMPLETE
72,0.8397877583865615,2026-09-01 07:56:52.476332,2026-09-01 07:56:52.821230,0 days 00:00:00.344898,True,0.022702725017190874,0.9658653342562012,0.9995573314605922,100,COMPLETE
73,0.8276266606074104,2026-09-01 07:56:52.900286,2026-09-01 07:56:53.254367,0 days 00:00:00.354081,True,0.09116562889233545,0.8597662432203492,0.8827924066324863,100,COMPLETE
74,0.8333056415746402,2026-09-01 07:56:53.333942,2026-09-01 07:56:53.661825,0 days 00:00:00.327883,False,0.07950907879062935,0.8897666561602919,0.9277009294178535,100,COMPLETE
75,0.8377706008722455,2026-09-01 07:56:53.741274,2026-09-01 07:56:54.058216,0 days 00:00:00.316942,False,0.017377724483816248,0.7774871568055985,0.9488876480308461,100,COMPLETE
76,0.839509343947809,2026-09-01 07:56:54.121744,2026-09-01 07:56:55.458798,0 days 00:00:01.337054,False,0.19472869089546155,0.8422242987080641,0.8586845189203844,400,COMPLETE
77,0.8396521436115563,2026-09-01 07:56:55.521947,2026-09-01 07:56:57.160282,0 days 00:00:01.638335,True,0.24281304782390178,0.9068043303952319,0.8078511936224554,500,COMPLETE
78,0.8214204884287367,2026-09-01 07:56:57.239280,2026-09-01 07:56:57.553361,0 days 00:00:00.314081,False,0.21674700022285723,0.6896499418938314,0.8898782457645722,100,COMPLETE
79,0.8256333030370525,2026-09-01 07:56:57.632666,2026-09-01 07:56:57.977169,0 days 00:00:00.344503,False,0.05594115412773795,0.9439380434364493,0.9731060752516895,100,COMPLETE
80,0.8377131217623095,2026-09-01 07:56:58.056880,2026-09-01 07:56:58.639599,0 days 00:00:00.582719,False,0.0343262924608415,0.6681040563326169,0.8362709158412479,200,COMPLETE
81,0.8518507375288294,2026-09-01 07:56:58.702690,2026-09-01 07:56:58.985405,0 days 00:00:00.282715,False,0.12163664528667661,0.6160818207827151,0.9189189549574146,100,COMPLETE
82,0.8471082619035644,2026-09-01 07:56:59.064711,2026-09-01 07:56:59.381539,0 days 00:00:00.316828,False,0.09975282017521149,0.6188493957430138,0.9237867765011356,100,COMPLETE
83,0.8278527600750103,2026-09-01 07:56:59.466187,2026-09-01 07:56:59.741105,0 days 00:00:00.274918,False,0.15378293284404163,0.603971619355732,0.9487643791729206,100,COMPLETE
84,0.8335728296247332,2026-09-01 07:56:59.819930,2026-09-01 07:57:00.117547,0 days 00:00:00.297617,False,0.17231212224239328,0.641217796907479,0.8772103030105914,100,COMPLETE
85,0.8378451440929439,2026-09-01 07:57:00.196747,2026-09-01 07:57:00.482653,0 days 00:00:00.285906,False,0.13694250377368591,0.5961341675884699,0.9821875246191933,100,COMPLETE
86,0.8445688527888147,2026-09-01 07:57:00.566479,2026-09-01 07:57:01.263533,0 days 00:00:00.697054,False,0.06588289690227456,0.9889185559702243,0.9073703351455933,200,COMPLETE
87,0.8306755232395227,2026-09-01 07:57:01.390689,2026-09-01 07:57:01.669661,0 days 00:00:00.278972,False,0.12226429880687151,0.5780206907439263,0.8542091429090556,100,COMPLETE
88,0.8453277566621881,2026-09-01 07:57:01.749043,2026-09-01 07:57:03.507496,0 days 00:00:01.758453,False,0.09770227408610563,0.7208588793512798,0.9468062862898361,600,COMPLETE
89,0.8218017365876089,2026-09-01 07:57:03.571008,2026-09-01 07:57:03.850377,0 days 00:00:00.279369,True,0.18168296342059165,0.6528058880118176,0.92187751253355,100,COMPLETE
90,0.8330267780803414,2026-09-01 07:57:03.929263,2026-09-01 07:57:04.198596,0 days 00:00:00.269333,False,0.07752785658246196,0.6266727425419155,0.8953992215319588,100,COMPLETE
91,0.8503499938928446,2026-09-01 07:57:04.274682,2026-09-01 07:57:04.575512,0 days 00:00:00.300830,False,0.10376021293269017,0.6083547569096717,0.9228506342972103,100,COMPLETE
92,0.850556559444177,2026-09-01 07:57:04.654862,2026-09-01 07:57:04.919608,0 days 00:00:00.264746,False,0.14096025586732025,0.6148638356950137,0.9853217912143615,100,COMPLETE
93,0.8424008126109168,2026-09-01 07:57:04.998927,2026-09-01 07:57:05.316248,0 days 00:00:00.317321,False,0.1375999152366032,0.8194202498505774,0.9826230734683467,100,COMPLETE
94,0.8406454544801375,2026-09-01 07:57:05.442955,2026-09-01 07:57:05.711362,0 days 00:00:00.268407,False,0.11600412481381836,0.612711576616171,0.939111467977425,100,COMPLETE
95,0.8462285620882161,2026-09-01 07:57:05.790108,2026-09-01 07:57:06.071637,0 days 00:00:00.281529,False,0.1655517224156388,0.5901774204524597,0.8176278516041503,100,COMPLETE
96,0.8432571615378535,2026-09-01 07:57:06.151750,2026-09-01 07:57:06.433167,0 days 00:00:00.281417,False,0.04656655546448531,0.5714074561253351,0.8497165408043298,100,COMPLETE
97,0.8484891077086671,2026-09-01 07:57:06.512392,2026-09-01 07:57:06.797706,0 days 00:00:00.285314,False,0.14698591682150086,0.633325213832783,0.9621088068758968,100,COMPLETE
98,0.8341723187791437,2026-09-01 07:57:06.883901,2026-09-01 07:57:07.158360,0 days 00:00:00.274459,False,0.0818676177759429,0.6045348611023297,0.8737562664346136,100,COMPLETE
99,0.8233929649161883,2026-09-01 07:57:07.237983,2026-09-01 07:57:07.536155,0 days 00:00:00.298172,False,0.1284839318415115,0.6649886505745622,0.789835153507436,100,COMPLETE
100,0.8379659400349185,2026-09-01 07:57:07.615677,2026-09-01 07:57:07.916683,0 days 00:00:00.301006,False,0.10197812644928846,0.6438904819003084,0.9028093574106506,100,COMPLETE
101,0.8321874932641669,2026-09-01 07:57:07.976120,2026-09-01 07:57:08.261832,0 days 00:00:00.285712,False,0.14713949897880638,0.6237809730700473,0.9686787163149715,100,COMPLETE
102,0.8446344148985853,2026-09-01 07:57:08.340966,2026-09-01 07:57:08.639558,0 days 00:00:00.298592,False,0.15825374817513263,0.631255037738481,0.9195125182262156,100,COMPLETE
103,0.8352442143683406,2026-09-01 07:57:08.718344,2026-09-01 07:57:08.988491,0 days 00:00:00.270147,False,0.13993243996679283,0.6002269113293396,0.9596146476691907,100,COMPLETE
104,0.846379444751798,2026-09-01 07:57:09.061654,2026-09-01 07:57:09.330447,0 days 00:00:00.268793,False,0.06595703763162594,0.6157510039587475,0.9404134469626391,100,COMPLETE
105,0.825567965455055,2026-09-01 07:57:09.450620,2026-09-01 07:57:09.707229,0 days 00:00:00.256609,False,0.1936143538602081,0.5841022242383822,0.9978369719706571,100,COMPLETE
106,0.8434304969787542,2026-09-01 07:57:09.770787,2026-09-01 07:57:10.092252,0 days 00:00:00.321465,False,0.025204819411613934,0.7962880052741367,0.8854041546260123,100,COMPLETE
107,0.8202156723978129,2026-09-01 07:57:10.171459,2026-09-01 07:57:10.489534,0 days 00:00:00.318075,True,0.11647878966128851,0.6527354892322074,0.9600025030398526,100,COMPLETE
108,0.8434673195335571,2026-09-01 07:57:10.552705,2026-09-01 07:57:10.835850,0 days 00:00:00.283145,False,0.14826960139015655,0.6407814694547513,0.9837846602026722,100,COMPLETE
109,0.8266048347116345,2026-09-01 07:57:10.915082,2026-09-01 07:57:11.576494,0 days 00:00:00.661412,False,0.1292422032526545,0.7738966845158659,0.9184066907597668,200,COMPLETE
110,0.846046470064161,2026-09-01 07:57:11.651665,2026-09-01 07:57:11.937601,0 days 00:00:00.285936,False,0.204212491524604,0.6842877951124586,0.9350121279662273,100,COMPLETE
111,0.8406221035917258,2026-09-01 07:57:12.016184,2026-09-01 07:57:13.070559,0 days 00:00:01.054375,False,0.1823558270272971,0.6326945775911709,0.9997687766551273,400,COMPLETE
112,0.8445136189566106,2026-09-01 07:57:13.133327,2026-09-01 07:57:13.416797,0 days 00:00:00.283470,False,0.16044808327087318,0.6116205654549262,0.9559240756266351,100,COMPLETE
113,0.8527070864557662,2026-09-01 07:57:13.528258,2026-09-01 07:57:13.809407,0 days 00:00:00.281149,False,0.05395938699163583,0.5951468607024166,0.911048236892482,100,COMPLETE
114,0.8393104123407649,2026-09-01 07:57:13.888277,2026-09-01 07:57:14.158133,0 days 00:00:00.269856,False,0.03435692189176686,0.5971431328964022,0.8965879236605377,100,COMPLETE
115,0.8268156662906575,2026-09-01 07:57:14.237708,2026-09-01 07:57:14.534190,0 days 00:00:00.296482,False,0.053309676132578754,0.5426083596956179,0.8428603111927487,100,COMPLETE
116,0.8428745662123422,2026-09-01 07:57:14.597645,2026-09-01 07:57:14.864973,0 days 00:00:00.267328,True,0.01013132949805405,0.570717069797571,0.8696422575881999,100,COMPLETE
117,0.8540190022345003,2026-09-01 07:57:14.928598,2026-09-01 07:57:15.212936,0 days 00:00:00.284338,False,0.09443537476911479,0.6221137462608821,0.9051691883667689,100,COMPLETE
118,0.8265222084911017,2026-09-01 07:57:15.292448,2026-09-01 07:57:15.590922,0 days 00:00:00.298474,False,0.0885155162884701,0.5534843139607459,0.911687007617152,100,COMPLETE
119,0.8315395061107479,2026-09-01 07:57:15.670174,2026-09-01 07:57:15.934469,0 days 00:00:00.264295,False,0.059988248474146834,0.5840857708773597,0.8660405539598128,100,COMPLETE
120,0.8600722709996336,2026-09-01 07:57:16.013760,2026-09-01 07:57:16.282092,0 days 00:00:00.268332,False,0.07097090294802991,0.6176426399718343,0.8891972749985114,100,COMPLETE
121,0.8504162295859349,2026-09-01 07:57:16.361733,2026-09-01 07:57:16.659119,0 days 00:00:00.297386,False,0.03988349879224661,0.618676879202349,0.8867392619096713,100,COMPLETE
122,0.8488820313117451,2026-09-01 07:57:16.738596,2026-09-01 07:57:17.012638,0 days 00:00:00.274042,False,0.06977815131726961,0.6144085497704572,0.8843408943306816,100,COMPLETE
123,0.8486586261774237,2026-09-01 07:57:17.075948,2026-09-01 07:57:17.361147,0 days 00:00:00.285199,False,0.04449249816092741,0.6202261891220563,0.8253200912477784,100,COMPLETE
124,0.8380178059505248,2026-09-01 07:57:17.440304,2026-09-01 07:57:17.726955,0 days 00:00:00.286651,False,0.07409030194001504,0.5918188367142796,0.9087696909754911,100,COMPLETE
125,0.8418888892880494,2026-09-01 07:57:17.790593,2026-09-01 07:57:18.068286,0 days 00:00:00.277693,False,0.029092257393637883,0.6051095974955785,0.9329250870534882,100,COMPLETE
126,0.8296467369827778,2026-09-01 07:57:18.147152,2026-09-01 07:57:18.448051,0 days 00:00:00.300899,False,0.09447414119412965,0.6487234914203006,0.8536672836814367,100,COMPLETE
127,0.8437856999159369,2026-09-01 07:57:18.556402,2026-09-01 07:57:18.839774,0 days 00:00:00.283372,False,0.04152974232239828,0.623806546146763,0.9278281113298611,100,COMPLETE
128,0.8376147785976534,2026-09-01 07:57:18.919119,2026-09-01 07:57:19.195825,0 days 00:00:00.276706,True,0.08467214617750131,0.597148506654947,0.8914685265473177,100,COMPLETE
129,0.8297852706188344,2026-09-01 07:57:19.259328,2026-09-01 07:57:19.621716,0 days 00:00:00.362388,False,0.061609034539823616,0.8287915830008784,0.974190810740684,100,COMPLETE
130,0.8439024543579943,2026-09-01 07:57:19.684956,2026-09-01 07:57:19.969747,0 days 00:00:00.284791,False,0.019164783074878948,0.6354548133814533,0.9419518798297072,100,COMPLETE
131,0.8374591808508345,2026-09-01 07:57:20.049008,2026-09-01 07:57:20.344616,0 days 00:00:00.295608,False,0.04806988286309398,0.6602244159954025,0.9021132154608271,100,COMPLETE
132,0.8376111861532824,2026-09-01 07:57:20.408205,2026-09-01 07:57:20.705270,0 days 00:00:00.297065,False,0.10778784789634657,0.6092097246404279,0.8795027437151272,100,COMPLETE
133,0.8285645131160144,2026-09-01 07:57:20.784544,2026-09-01 07:57:21.054363,0 days 00:00:00.269819,False,0.10136168655578853,0.5759663912272048,0.9200851306736523,100,COMPLETE
134,0.8489004425891465,2026-09-01 07:57:21.117467,2026-09-01 07:57:21.403535,0 days 00:00:00.286068,False,0.03533611184893552,0.6208380669966536,0.8651380028906794,100,COMPLETE
135,0.8376641747077544,2026-09-01 07:57:21.482875,2026-09-01 07:57:21.792923,0 days 00:00:00.310048,False,0.05192695261120642,0.6732983843598421,0.9480318773446181,100,COMPLETE
136,0.8243644965907703,2026-09-01 07:57:21.871759,2026-09-01 07:57:22.157190,0 days 00:00:00.285431,False,0.07520016619442288,0.6040164748567178,0.8457244930014074,100,COMPLETE
137,0.8348077323772642,2026-09-01 07:57:22.236538,2026-09-01 07:57:22.534420,0 days 00:00:00.297882,False,0.42405199198226345,0.5881692755926462,0.35406963972311367,100,COMPLETE
138,0.8323217608725328,2026-09-01 07:57:22.613806,2026-09-01 07:57:22.895668,0 days 00:00:00.281862,False,0.12228882935691689,0.6259778597621114,0.9012804673750181,100,COMPLETE
139,0.8432643464265956,2026-09-01 07:57:22.974915,2026-09-01 07:57:23.260320,0 days 00:00:00.285405,True,0.08266155892756258,0.6412754132280537,0.977954971127981,100,COMPLETE
140,0.8208192030521407,2026-09-01 07:57:23.327829,2026-09-01 07:57:23.626781,0 days 00:00:00.298952,False,0.02392190639242468,0.5646256074915289,0.9280692538133827,100,COMPLETE
141,0.8489592688657216,2026-09-01 07:57:23.699793,2026-09-01 07:57:23.982927,0 days 00:00:00.283134,False,0.033612158638380504,0.6191309162256408,0.8753246357221798,100,COMPLETE
