number,value,datetime_start,datetime_complete,duration,params_contamination,params_leaf_size,params_metric,params_n_neighbors,params_p,state
52,0.895817709942449,2026-09-01 11:46:18.368049,2026-09-01 11:46:23.847993,0 days 00:00:05.479944,0.20721242876004534,10,minkowski,22,1.0,COMPLETE
53,0.8972428999827562,2026-09-01 11:46:23.909139,2026-09-01 11:46:29.446887,0 days 00:00:05.537748,0.17660642171170043,10,minkowski,19,1.0,COMPLETE
54,0.8960980889992168,2026-09-01 11:46:29.509738,2026-09-01 11:46:35.034954,0 days 00:00:05.525216,0.10946360586737645,10,minkowski,23,1.0,COMPLETE
55,0.8961702746782966,2026-09-01 11:46:35.107064,2026-09-01 11:46:40.702322,0 days 00:00:05.595258,0.07155336658140188,20,minkowski,28,1.0,COMPLETE
56,0.8948003184701935,2026-09-01 11:46:40.769228,2026-09-01 11:46:46.232876,0 days 00:00:05.463648,0.27008206719398964,10,minkowski,15,1.0,COMPLETE
57,0.8900851229693709,2026-09-01 11:46:46.310916,2026-09-01 11:46:51.836495,0 days 00:00:05.525579,0.10237098763534384,10,manhattan,39,,COMPLETE
58,0.8749314628972346,2026-09-01 11:46:51.907691,2026-09-01 11:46:52.335041,0 days 00:00:00.427350,0.16678005982782537,30,euclidean,19,,COMPLETE
59,0.8867055309273536,2026-09-01 11:46:52.411251,2026-09-01 11:46:57.869977,0 days 00:00:05.458726,0.08678716129796361,20,minkowski,12,1.0,COMPLETE
60,0.8798231372277826,2026-09-01 11:46:57.942424,2026-09-01 11:46:58.406320,0 days 00:00:00.463896,0.12373697031774974,10,minkowski,25,2.0,COMPLETE
61,0.8972428999827562,2026-09-01 11:46:58.481258,2026-09-01 11:47:03.983645,0 days 00:00:05.502387,0.1823326266414381,10,minkowski,19,1.0,COMPLETE
62,0.896159553477127,2026-09-01 11:47:04.052305,2026-09-01 11:47:09.563324,0 days 00:00:05.511019,0.1966211799166494,10,minkowski,16,1.0,COMPLETE
63,0.8966862956330246,2026-09-01 11:47:09.636924,2026-09-01 11:47:15.132895,0 days 00:00:05.495971,0.22760485133735633,10,minkowski,21,1.0,COMPLETE
64,0.8756248046608373,2026-09-01 11:47:15.201985,2026-09-01 11:47:20.817044,0 days 00:00:05.615059,0.17275164675766372,10,minkowski,81,1.0,COMPLETE
65,0.8970287004871355,2026-09-01 11:47:20.894841,2026-09-01 11:47:26.357303,0 days 00:00:05.462462,0.1327967280416337,20,minkowski,18,1.0,COMPLETE
66,0.8925416252038711,2026-09-01 11:47:26.429308,2026-09-01 11:47:31.886067,0 days 00:00:05.456759,0.14574272337146002,10,minkowski,13,1.0,COMPLETE
67,0.8970287004871355,2026-09-01 11:47:31.969942,2026-09-01 11:47:37.446894,0 days 00:00:05.476952,0.058682409111458195,10,minkowski,18,1.0,COMPLETE
68,0.8953353681536991,2026-09-01 11:47:37.519575,2026-09-01 11:47:43.018116,0 days 00:00:05.498541,0.1613557432177032,20,manhattan,30,,COMPLETE
69,0.895817709942449,2026-09-01 11:47:43.080779,2026-09-01 11:47:48.574733,0 days 00:00:05.493954,0.0774447407405397,10,minkowski,22,1.0,COMPLETE
70,0.8948003184701935,2026-09-01 11:47:48.645438,2026-09-01 11:47:54.125461,0 days 00:00:05.480023,0.11582153500449768,20,minkowski,15,1.0,COMPLETE
71,0.8972428999827562,2026-09-01 11:47:54.197779,2026-09-01 11:47:59.704891,0 days 00:00:05.507112,0.18248484094476275,10,minkowski,19,1.0,COMPLETE
72,0.8972428999827562,2026-09-01 11:47:59.776986,2026-09-01 11:48:05.255504,0 days 00:00:05.478518,0.19637316034815258,10,minkowski,19,1.0,COMPLETE
73,0.8968261764357204,2026-09-01 11:48:05.326930,2026-09-01 11:48:10.792748,0 days 00:00:05.465818,0.24188335169319392,10,minkowski,17,1.0,COMPLETE
74,0.8964848380885322,2026-09-01 11:48:10.864277,2026-09-01 11:48:16.354669,0 days 00:00:05.490392,0.22174394758814653,10,minkowski,20,1.0,COMPLETE
75,0.8920953762546614,2026-09-01 11:48:16.415515,2026-09-01 11:48:21.942740,0 days 00:00:05.527225,0.16553908602634482,10,minkowski,33,1.0,COMPLETE
76,0.8803947849383177,2026-09-01 11:48:22.013258,2026-09-01 11:48:22.453869,0 days 00:00:00.440611,0.12869524504252253,10,euclidean,27,,COMPLETE
77,0.896159553477127,2026-09-01 11:48:22.513963,2026-09-01 11:48:28.003442,0 days 00:00:05.489479,0.01274937184092341,20,minkowski,16,1.0,COMPLETE
78,0.8965782977741215,2026-09-01 11:48:28.087532,2026-09-01 11:48:33.575236,0 days 00:00:05.487704,0.18068903759894855,10,minkowski,24,1.0,COMPLETE
79,0.895817709942449,2026-09-01 11:48:33.653510,2026-09-01 11:48:39.157773,0 days 00:00:05.504263,0.1401913592376022,20,minkowski,22,1.0,COMPLETE
80,0.8925416252038711,2026-09-01 11:48:39.230041,2026-09-01 11:48:44.720012,0 days 00:00:05.489971,0.1037593585084164,10,minkowski,13,1.0,COMPLETE
81,0.8972428999827562,2026-09-01 11:48:44.793893,2026-09-01 11:48:50.299468,0 days 00:00:05.505575,0.18513972698629538,10,minkowski,19,1.0,COMPLETE
82,0.896159553477127,2026-09-01 11:48:50.372511,2026-09-01 11:48:55.838250,0 days 00:00:05.465739,0.15320978681932196,10,minkowski,16,1.0,COMPLETE
83,0.8970287004871355,2026-09-01 11:48:55.927172,2026-09-01 11:49:01.418945,0 days 00:00:05.491773,0.1745093516662632,10,minkowski,18,1.0,COMPLETE
84,0.8966862956330246,2026-09-01 11:49:01.495303,2026-09-01 11:49:07.047631,0 days 00:00:05.552328,0.2166110220838689,10,minkowski,21,1.0,COMPLETE
85,0.8972428999827562,2026-09-01 11:49:07.120035,2026-09-01 11:49:12.602515,0 days 00:00:05.482480,0.19832216397011893,10,minkowski,19,1.0,COMPLETE
86,0.8964360594298072,2026-09-01 11:49:12.680751,2026-09-01 11:49:18.184397,0 days 00:00:05.503646,0.14835456723268878,20,manhattan,26,,COMPLETE
87,0.8948003184701935,2026-09-01 11:49:18.255780,2026-09-01 11:49:23.734184,0 days 00:00:05.478404,0.08899228359260505,10,minkowski,15,1.0,COMPLETE
88,0.8965782977741215,2026-09-01 11:49:23.808358,2026-09-01 11:49:29.299251,0 days 00:00:05.490893,0.2686117050122721,40,minkowski,24,1.0,COMPLETE
89,0.8780234348617988,2026-09-01 11:49:29.378112,2026-09-01 11:49:29.816786,0 days 00:00:00.438674,0.12462146135699512,10,euclidean,20,,COMPLETE
90,0.8968261764357204,2026-09-01 11:49:29.897503,2026-09-01 11:49:35.369427,0 days 00:00:05.471924,0.1872367800549451,50,minkowski,17,1.0,COMPLETE
91,0.8970287004871355,2026-09-01 11:49:35.441711,2026-09-01 11:49:40.933182,0 days 00:00:05.491471,0.20123654061462729,10,minkowski,18,1.0,COMPLETE
92,0.8972428999827562,2026-09-01 11:49:41.009465,2026-09-01 11:49:46.490779,0 days 00:00:05.481314,0.16666264614277798,10,minkowski,19,1.0,COMPLETE
93,0.895817709942449,2026-09-01 11:49:46.565785,2026-09-01 11:49:52.154806,0 days 00:00:05.589021,0.2095420481952214,10,minkowski,22,1.0,COMPLETE
94,0.8941523313167746,2026-09-01 11:49:52.251582,2026-09-01 11:49:58.744846,0 days 00:00:06.493264,0.19238741597202688,10,minkowski,14,1.0,COMPLETE
95,0.896159553477127,2026-09-01 11:49:58.819335,2026-09-01 11:50:04.336344,0 days 00:00:05.517009,0.23995825267015364,30,minkowski,16,1.0,COMPLETE
96,0.8966862956330246,2026-09-01 11:50:04.411168,2026-09-01 11:50:09.889186,0 days 00:00:05.478018,0.035136763976714835,20,minkowski,21,1.0,COMPLETE
97,0.8960980889992168,2026-09-01 11:50:09.963881,2026-09-01 11:50:15.484744,0 days 00:00:05.520863,0.3679842482729823,10,minkowski,23,1.0,COMPLETE
98,0.8972428999827562,2026-09-01 11:50:15.546163,2026-09-01 11:50:21.054802,0 days 00:00:05.508639,0.13751380448955536,10,minkowski,19,1.0,COMPLETE
99,0.896259412204252,2026-09-01 11:50:21.130760,2026-09-01 11:50:26.630036,0 days 00:00:05.499276,0.15411643622843518,20,minkowski,25,1.0,COMPLETE
100,0.8964848380885322,2026-09-01 11:50:26.703160,2026-09-01 11:50:32.186626,0 days 00:00:05.483466,0.17435816995673697,10,manhattan,20,,COMPLETE
101,0.8970287004871355,2026-09-01 11:50:32.265086,2026-09-01 11:50:37.760687,0 days 00:00:05.495601,0.18434185462355226,10,minkowski,18,1.0,COMPLETE
102,0.8972428999827562,2026-09-01 11:50:37.839036,2026-09-01 11:50:43.323677,0 days 00:00:05.484641,0.18920269476137408,10,minkowski,19,1.0,COMPLETE
103,0.8968261764357204,2026-09-01 11:50:43.381990,2026-09-01 11:50:48.891582,0 days 00:00:05.509592,0.11584529179334364,10,minkowski,17,1.0,COMPLETE
104,0.8948003184701935,2026-09-01 11:50:48.965493,2026-09-01 11:50:54.444597,0 days 00:00:05.479104,0.16110810142980558,10,minkowski,15,1.0,COMPLETE
105,0.8966862956330246,2026-09-01 11:50:54.517022,2026-09-01 11:51:00.007875,0 days 00:00:05.490853,0.22170964693537976,10,minkowski,21,1.0,COMPLETE
106,0.8960980889992168,2026-09-01 11:51:00.090017,2026-09-01 11:51:05.580881,0 days 00:00:05.490864,0.2564769746969328,10,minkowski,23,1.0,COMPLETE
107,0.8925416252038711,2026-09-01 11:51:05.656307,2026-09-01 11:51:11.128914,0 days 00:00:05.472607,0.20282080868590574,20,minkowski,13,1.0,COMPLETE
108,0.8729843019162098,2026-09-01 11:51:11.198474,2026-09-01 11:51:11.641600,0 days 00:00:00.443126,0.17593314508334393,10,euclidean,18,,COMPLETE
109,0.8968261764357204,2026-09-01 11:51:11.716740,2026-09-01 11:51:17.211390,0 days 00:00:05.494650,0.10452363532350828,10,minkowski,17,1.0,COMPLETE
110,0.8964848380885322,2026-09-01 11:51:17.282484,2026-09-01 11:51:22.764299,0 days 00:00:05.481815,0.14529036388565716,10,minkowski,20,1.0,COMPLETE
111,0.8972428999827562,2026-09-01 11:51:22.836805,2026-09-01 11:51:28.346738,0 days 00:00:05.509933,0.21413584356638204,10,minkowski,19,1.0,COMPLETE
112,0.896159553477127,2026-09-01 11:51:28.415197,2026-09-01 11:51:33.898699,0 days 00:00:05.483502,0.19938208790774636,10,minkowski,16,1.0,COMPLETE
113,0.8972428999827562,2026-09-01 11:51:33.972182,2026-09-01 11:51:39.461792,0 days 00:00:05.489610,0.18169072461750543,10,minkowski,19,1.0,COMPLETE
114,0.895817709942449,2026-09-01 11:51:39.534904,2026-09-01 11:51:45.068618,0 days 00:00:05.533714,0.19468067798087837,10,minkowski,22,1.0,COMPLETE
115,0.8948003184701935,2026-09-01 11:51:45.136344,2026-09-01 11:51:50.621545,0 days 00:00:05.485201,0.23258920718136278,10,minkowski,15,1.0,COMPLETE
116,0.8966862956330246,2026-09-01 11:51:50.693069,2026-09-01 11:51:56.187185,0 days 00:00:05.494116,0.1316811930279947,10,minkowski,21,1.0,COMPLETE
117,0.8962688985026691,2026-09-01 11:51:56.274982,2026-09-01 11:52:01.775199,0 days 00:00:05.500217,0.15514031047764865,20,minkowski,27,1.0,COMPLETE
118,0.896159553477127,2026-09-01 11:52:01.850373,2026-09-01 11:52:07.364887,0 days 00:00:05.514514,0.16006737770859145,10,minkowski,16,1.0,COMPLETE
119,0.8810937960281935,2026-09-01 11:52:07.448647,2026-09-01 11:52:12.911970,0 days 00:00:05.463323,0.17064981421151068,10,minkowski,5,1.0,COMPLETE
120,0.8970287004871355,2026-09-01 11:52:12.988453,2026-09-01 11:52:18.470821,0 days 00:00:05.482368,0.11905597333878346,10,minkowski,18,1.0,COMPLETE
121,0.8972428999827562,2026-09-01 11:52:18.549162,2026-09-01 11:52:24.038414,0 days 00:00:05.489252,0.16763769334597525,10,minkowski,19,1.0,COMPLETE
122,0.8749314628972346,2026-09-01 11:52:24.119982,2026-09-01 11:52:24.551161,0 days 00:00:00.431179,0.1860740066004668,10,minkowski,19,2.0,COMPLETE
123,0.8968261764357204,2026-09-01 11:52:24.626367,2026-09-01 11:52:30.113581,0 days 00:00:05.487214,0.14064627529955143,10,minkowski,17,1.0,COMPLETE
124,0.8965782977741215,2026-09-01 11:52:30.176814,2026-09-01 11:52:35.694074,0 days 00:00:05.517260,0.47097592001794253,10,minkowski,24,1.0,COMPLETE
125,0.8941523313167746,2026-09-01 11:52:35.766682,2026-09-01 11:52:41.251131,0 days 00:00:05.484449,0.16516702586913434,10,minkowski,14,1.0,COMPLETE
126,0.8964848380885322,2026-09-01 11:52:41.324693,2026-09-01 11:52:46.809933,0 days 00:00:05.485240,0.20677286328375785,10,manhattan,20,,COMPLETE
127,0.8968261764357204,2026-09-01 11:52:46.880713,2026-09-01 11:52:52.389261,0 days 00:00:05.508548,0.19511116058513375,10,minkowski,17,1.0,COMPLETE
128,0.8966862956330246,2026-09-01 11:52:52.459485,2026-09-01 11:52:57.982422,0 days 00:00:05.522937,0.1782786791822549,30,minkowski,21,1.0,COMPLETE
129,0.8960980889992168,2026-09-01 11:52:58.044472,2026-09-01 11:53:03.629108,0 days 00:00:05.584636,0.14555620965255534,20,minkowski,23,1.0,COMPLETE
130,0.8729843019162098,2026-09-01 11:53:03.712805,2026-09-01 11:53:04.220826,0 days 00:00:00.508021,0.1296760447739668,10,euclidean,18,,COMPLETE
131,0.8972428999827562,2026-09-01 11:53:04.289486,2026-09-01 11:53:09.843123,0 days 00:00:05.553637,0.13319996353561733,10,minkowski,19,1.0,COMPLETE
132,0.8964848380885322,2026-09-01 11:53:09.920010,2026-09-01 11:53:15.483913,0 days 00:00:05.563903,0.15067968370655213,10,minkowski,20,1.0,COMPLETE
133,0.8854188183911598,2026-09-01 11:53:15.559046,2026-09-01 11:53:21.136972,0 days 00:00:05.577926,0.0946285627640909,10,minkowski,57,1.0,COMPLETE
134,0.8972428999827562,2026-09-01 11:53:21.208619,2026-09-01 11:53:26.706486,0 days 00:00:05.497867,0.05844037991077555,10,minkowski,19,1.0,COMPLETE
135,0.895817709942449,2026-09-01 11:53:26.777366,2026-09-01 11:53:32.269652,0 days 00:00:05.492286,0.16536571494783117,10,minkowski,22,1.0,COMPLETE
136,0.8968261764357204,2026-09-01 11:53:32.347734,2026-09-01 11:53:37.828536,0 days 00:00:05.480802,0.10899037829680823,10,minkowski,17,1.0,COMPLETE
137,0.896159553477127,2026-09-01 11:53:37.901325,2026-09-01 11:53:43.378622,0 days 00:00:05.477297,0.07314823765235637,10,minkowski,16,1.0,COMPLETE
138,0.8964848380885322,2026-09-01 11:53:43.457896,2026-09-01 11:53:48.941862,0 days 00:00:05.483966,0.21732350608732137,60,minkowski,20,1.0,COMPLETE
139,0.896259412204252,2026-09-01 11:53:49.020193,2026-09-01 11:53:54.517516,0 days 00:00:05.497323,0.14008261507003383,20,minkowski,25,1.0,COMPLETE
140,0.8970287004871355,2026-09-01 11:53:54.595981,2026-09-01 11:54:00.085788,0 days 00:00:05.489807,0.1835706029939723,10,minkowski,18,1.0,COMPLETE
141,0.8972428999827562,2026-09-01 11:54:00.158571,2026-09-01 11:54:05.665125,0 days 00:00:05.506554,0.1928586932723938,10,minkowski,19,1.0,COMPLETE
142,0.8966862956330246,2026-09-01 11:54:05.736024,2026-09-01 11:54:11.238835,0 days 00:00:05.502811,0.19037115356714296,10,minkowski,21,1.0,COMPLETE
143,0.8972428999827562,2026-09-01 11:54:11.320369,2026-09-01 11:54:16.827896,0 days 00:00:05.507527,0.17365382717509714,10,minkowski,19,1.0,COMPLETE
144,0.8960980889992168,2026-09-01 11:54:16.906981,2026-09-01 11:54:22.379091,0 days 00:00:05.472110,0.20699772897041718,10,minkowski,23,1.0,COMPLETE
145,0.8968261764357204,2026-09-01 11:54:22.457469,2026-09-01 11:54:27.959881,0 days 00:00:05.502412,0.15961333541049166,10,minkowski,17,1.0,COMPLETE
146,0.8948003184701935,2026-09-01 11:54:28.037554,2026-09-01 11:54:33.524405,0 days 00:00:05.486851,0.18703776777693526,10,minkowski,15,1.0,COMPLETE
147,0.8964848380885322,2026-09-01 11:54:33.600957,2026-09-01 11:54:39.084895,0 days 00:00:05.483938,0.12052499360546988,10,minkowski,20,1.0,COMPLETE
148,0.895817709942449,2026-09-01 11:54:39.169675,2026-09-01 11:54:44.683540,0 days 00:00:05.513865,0.15207501744725133,10,manhattan,22,,COMPLETE
149,0.8970287004871355,2026-09-01 11:54:44.750731,2026-09-01 11:54:50.243250,0 days 00:00:05.492519,0.17729635119988044,10,minkowski,18,1.0,COMPLETE
150,0.896159553477127,2026-09-01 11:54:50.321693,2026-09-01 11:54:55.820763,0 days 00:00:05.499070,0.19823897845078448,10,minkowski,16,1.0,COMPLETE
151,0.8972428999827562,2026-09-01 11:54:55.883423,2026-09-01 11:55:01.375779,0 days 00:00:05.492356,0.21103305136664818,10,minkowski,19,1.0,COMPLETE
152,0.8972428999827562,2026-09-01 11:55:01.447163,2026-09-01 11:55:06.978013,0 days 00:00:05.530850,0.2132504440398323,10,minkowski,19,1.0,COMPLETE
153,0.8966862956330246,2026-09-01 11:55:07.050171,2026-09-01 11:55:12.563169,0 days 00:00:05.512998,0.22375149582808732,10,minkowski,21,1.0,COMPLETE
154,0.8970287004871355,2026-09-01 11:55:12.637749,2026-09-01 11:55:18.112384,0 days 00:00:05.474635,0.1679890823488762,10,minkowski,18,1.0,COMPLETE
155,0.8968261764357204,2026-09-01 11:55:18.183965,2026-09-01 11:55:23.653972,0 days 00:00:05.470007,0.02179896213656003,10,minkowski,17,1.0,COMPLETE
156,0.8964848380885322,2026-09-01 11:55:23.716732,2026-09-01 11:55:29.220239,0 days 00:00:05.503507,0.2420027562765402,10,minkowski,20,1.0,COMPLETE
157,0.895817709942449,2026-09-01 11:55:29.293536,2026-09-01 11:55:34.808365,0 days 00:00:05.514829,0.30907508088667934,10,minkowski,22,1.0,COMPLETE
158,0.8584315904290097,2026-09-01 11:55:34.871231,2026-09-01 11:55:35.445945,0 days 00:00:00.574714,0.1804414954247362,20,euclidean,99,,COMPLETE
159,0.8972428999827562,2026-09-01 11:55:35.518545,2026-09-01 11:55:41.029706,0 days 00:00:05.511161,0.13692898375345386,10,minkowski,19,1.0,COMPLETE
160,0.896159553477127,2026-09-01 11:55:41.101164,2026-09-01 11:55:46.574424,0 days 00:00:05.473260,0.19510003438859808,10,minkowski,16,1.0,COMPLETE
161,0.8970287004871355,2026-09-01 11:55:46.646600,2026-09-01 11:55:52.199505,0 days 00:00:05.552905,0.18529698106639003,10,minkowski,18,1.0,COMPLETE
162,0.8964848380885322,2026-09-01 11:55:52.269692,2026-09-01 11:55:57.782752,0 days 00:00:05.513060,0.20383405012352998,10,minkowski,20,1.0,COMPLETE
163,0.8966862956330246,2026-09-01 11:55:57.859557,2026-09-01 11:56:03.363816,0 days 00:00:05.504259,0.17306846678743998,10,minkowski,21,1.0,COMPLETE
