number,value,datetime_start,datetime_complete,duration,params_bootstrap,params_contamination,params_max_features,params_max_samples,params_n_estimators,state
0,0.8114850145250351,2026-09-01 02:48:53.778411,2026-09-01 02:48:55.157097,0 days 00:00:01.378686,True,0.457771400966063,0.966553221140785,0.4067639890203715,300,COMPLETE
1,0.8003977875468808,2026-09-01 02:48:55.235657,2026-09-01 02:48:55.988687,0 days 00:00:00.753030,False,0.39472393473368367,0.5447721105234987,0.5582074999686456,200,COMPLETE
2,0.8049524660600894,2026-09-01 02:48:56.051734,2026-09-01 02:48:57.968222,0 days 00:00:01.916488,False,0.27705326634679056,0.622684413795151,0.609488257740724,500,COMPLETE
3,0.8230605022862539,2026-09-01 02:48:58.048121,2026-09-01 02:48:59.507717,0 days 00:00:01.459596,False,0.31616264948929307,0.977109372355529,0.7457417492186885,300,COMPLETE
4,0.8057602123507169,2026-09-01 02:48:59.586795,2026-09-01 02:49:00.467620,0 days 00:00:00.880825,True,0.4619108580509394,0.8550651602990149,0.9844301217415692,200,COMPLETE
5,0.8128573186537082,2026-09-01 02:49:00.530455,2026-09-01 02:49:01.269087,0 days 00:00:00.738632,False,0.10084813565750601,0.551286129326928,0.3413753380948246,200,COMPLETE
6,0.8034880201176631,2026-09-01 02:49:01.348294,2026-09-01 02:49:02.083867,0 days 00:00:00.735573,False,0.3603154487751809,0.5405766371878715,0.3973006688051278,200,COMPLETE
7,0.8203254479811187,2026-09-01 02:49:02.162910,2026-09-01 02:49:02.889288,0 days 00:00:00.726378,True,0.08700980529091541,0.6714368485600872,0.433574072092035,200,COMPLETE
8,0.8153221710427916,2026-09-01 02:49:02.952749,2026-09-01 02:49:04.432773,0 days 00:00:01.480024,False,0.17612921621304822,0.9899088476508899,0.9967978283913689,300,COMPLETE
9,0.808413015201078,2026-09-01 02:49:04.496086,2026-09-01 02:49:04.967946,0 days 00:00:00.471860,False,0.38021964850567974,0.9270607658102566,0.3748164753439397,100,COMPLETE
10,0.7933983064879611,2026-09-01 02:49:05.088399,2026-09-01 02:49:07.327513,0 days 00:00:02.239114,True,0.21218744733318431,0.7911273358516182,0.15181377489196524,600,COMPLETE
11,0.8047354164133804,2026-09-01 02:49:07.406759,2026-09-01 02:49:08.933604,0 days 00:00:01.526845,True,0.014890508226413579,0.7184641163322991,0.7718106044686105,400,COMPLETE
12,0.8066939429759579,2026-09-01 02:49:09.012784,2026-09-01 02:49:10.571473,0 days 00:00:01.558689,True,0.059571800295608934,0.7000618777428737,0.7805754040251156,400,COMPLETE
13,0.8013893464955396,2026-09-01 02:49:10.634861,2026-09-01 02:49:11.041803,0 days 00:00:00.406942,True,0.27218354240090803,0.8683097188131967,0.12271159727880293,100,COMPLETE
14,0.8177639459275909,2026-09-01 02:49:11.152301,2026-09-01 02:49:12.416178,0 days 00:00:01.263877,False,0.14657173435378354,0.7605962216101897,0.7520530848225796,300,COMPLETE
15,0.7963059038244,2026-09-01 02:49:12.495651,2026-09-01 02:49:13.958449,0 days 00:00:01.462798,True,0.2879624985804914,0.6444640292071863,0.5831971632806356,400,COMPLETE
16,0.8006868282419404,2026-09-01 02:49:14.021814,2026-09-01 02:49:15.217058,0 days 00:00:01.195244,True,0.22076889805397354,0.8203868390128323,0.2429807184593808,300,COMPLETE
17,0.7880829113502903,2026-09-01 02:49:15.296966,2026-09-01 02:49:15.783288,0 days 00:00:00.486322,False,0.1248435123111368,0.9092061959911085,0.8721499000725109,100,COMPLETE
