number,value,datetime_start,datetime_complete,duration,params_bootstrap,params_contamination,params_max_features,params_max_samples,params_n_estimators,state
0,0.8055089150075957,2026-08-31 18:03:05.398715,2026-08-31 18:03:05.924612,0 days 00:00:00.525897,True,0.457771400966063,0.966553221140785,0.4067639890203715,300,COMPLETE
1,0.7945502034012468,2026-08-31 18:03:05.999927,2026-08-31 18:03:06.327154,0 days 00:00:00.327227,False,0.39472393473368367,0.5447721105234987,0.5582074999686456,200,COMPLETE
2,0.8082925077108334,2026-08-31 18:03:06.423927,2026-08-31 18:03:07.285177,0 days 00:00:00.861250,False,0.27705326634679056,0.622684413795151,0.609488257740724,500,COMPLETE
3,0.8101805413211026,2026-08-31 18:03:07.364434,2026-08-31 18:03:07.946423,0 days 00:00:00.581989,False,0.31616264948929307,0.977109372355529,0.7457417492186885,300,COMPLETE
4,0.7981394055692449,2026-08-31 18:03:08.023998,2026-08-31 18:03:08.373939,0 days 00:00:00.349941,True,0.4619108580509394,0.8550651602990149,0.9844301217415692,200,COMPLETE
5,0.7926009919293681,2026-08-31 18:03:08.451879,2026-08-31 18:03:08.777744,0 days 00:00:00.325865,False,0.10084813565750601,0.551286129326928,0.3413753380948246,200,COMPLETE
6,0.8002988023676438,2026-08-31 18:03:08.864607,2026-08-31 18:03:09.218448,0 days 00:00:00.353841,False,0.3603154487751809,0.5405766371878715,0.3973006688051278,200,COMPLETE
7,0.8118441551519029,2026-08-31 18:03:09.305043,2026-08-31 18:03:09.639938,0 days 00:00:00.334895,True,0.08700980529091541,0.6714368485600872,0.433574072092035,200,COMPLETE
8,0.8096965699208445,2026-08-31 18:03:09.716395,2026-08-31 18:03:10.302585,0 days 00:00:00.586190,False,0.17612921621304822,0.9899088476508899,0.9967978283913689,300,COMPLETE
9,0.8066764430100961,2026-08-31 18:03:10.387241,2026-08-31 18:03:10.611968,0 days 00:00:00.224727,False,0.38021964850567974,0.9270607658102566,0.3748164753439397,100,COMPLETE
10,0.7872876037903623,2026-08-31 18:03:10.705805,2026-08-31 18:03:11.682065,0 days 00:00:00.976260,True,0.019541350872641014,0.7422224397113606,0.13811772965552382,600,COMPLETE
11,0.8150596272148202,2026-08-31 18:03:11.767081,2026-08-31 18:03:12.483907,0 days 00:00:00.716826,True,0.2338808450490789,0.7647595087640192,0.7718106044686105,400,COMPLETE
