number,value,datetime_start,datetime_complete,duration,params_contamination,params_leaf_size,params_metric,params_n_neighbors,params_p,state
0,0.846449946472579,2026-09-01 07:58:38.467796,2026-09-01 07:58:41.926283,0 days 00:00:03.458487,0.039149152205203916,60,manhattan,77,,COMPLETE
1,0.8472268125678074,2026-09-01 07:58:41.995994,2026-09-01 07:58:42.135579,0 days 00:00:00.139585,0.2269207396964516,30,euclidean,52,,COMPLETE
2,0.8790217414733332,2026-09-01 07:58:42.205511,2026-09-01 07:58:43.578057,0 days 00:00:01.372546,0.22997530625967222,10,minkowski,24,1.0,COMPLETE
3,0.8751059771089444,2026-09-01 07:58:43.657583,2026-09-01 07:58:43.775933,0 days 00:00:00.118350,0.16956180282810995,60,euclidean,16,,COMPLETE
4,0.8354920930299394,2026-09-01 07:58:43.847025,2026-09-01 07:58:45.278729,0 days 00:00:01.431704,0.1721927307352018,50,minkowski,97,1.0,COMPLETE
5,0.8765447510795296,2026-09-01 07:58:45.352749,2026-09-01 07:58:46.716852,0 days 00:00:01.364103,0.1718636974605696,20,manhattan,27,,COMPLETE
6,0.8659120138524655,2026-09-01 07:58:46.796802,2026-09-01 07:58:46.908047,0 days 00:00:00.111245,0.19161255036121908,20,euclidean,22,,COMPLETE
7,0.8920861144840172,2026-09-01 07:58:46.989106,2026-09-01 07:58:48.344964,0 days 00:00:01.355858,0.49825659545752304,30,manhattan,11,,COMPLETE
8,0.8476839511140168,2026-09-01 07:58:48.407490,2026-09-01 07:58:48.549865,0 days 00:00:00.142375,0.15962230324281163,10,minkowski,45,2.0,COMPLETE
9,0.8795554439901998,2026-09-01 07:58:48.623738,2026-09-01 07:58:49.981084,0 days 00:00:01.357346,0.3682552179079402,20,minkowski,6,1.0,COMPLETE
10,0.877601827835696,2026-09-01 07:58:50.052088,2026-09-01 07:58:51.414935,0 days 00:00:01.362847,0.4981942922745315,40,manhattan,5,,COMPLETE
11,0.8608731615665932,2026-09-01 07:58:51.488325,2026-09-01 07:58:51.588710,0 days 00:00:00.100385,0.48715813511773315,30,minkowski,7,2.0,COMPLETE
12,0.8924758946982707,2026-09-01 07:58:51.672893,2026-09-01 07:58:53.030657,0 days 00:00:01.357764,0.3937345378575202,30,manhattan,10,,COMPLETE
13,0.8920861144840172,2026-09-01 07:58:53.106076,2026-09-01 07:58:54.472823,0 days 00:00:01.366747,0.40488973042437126,40,manhattan,11,,COMPLETE
14,0.8920861144840172,2026-09-01 07:58:54.536278,2026-09-01 07:58:55.925876,0 days 00:00:01.389598,0.3962103131039671,30,manhattan,11,,COMPLETE
15,0.8924758946982707,2026-09-01 07:58:55.997689,2026-09-01 07:58:57.363729,0 days 00:00:01.366040,0.3331720340066579,40,manhattan,10,,COMPLETE
16,0.8883113535611901,2026-09-01 07:58:57.442806,2026-09-01 07:58:58.805763,0 days 00:00:01.362957,0.3146830729588122,40,manhattan,8,,COMPLETE
17,0.8903756619078753,2026-09-01 07:58:58.878472,2026-09-01 07:59:00.257634,0 days 00:00:01.379162,0.3239791022325756,50,manhattan,15,,COMPLETE
18,0.8883113535611901,2026-09-01 07:59:00.327204,2026-09-01 07:59:01.695298,0 days 00:00:01.368094,0.2967528567087902,50,manhattan,8,,COMPLETE
19,0.8889512577147745,2026-09-01 07:59:01.750690,2026-09-01 07:59:03.135651,0 days 00:00:01.384961,0.4469055299978398,40,manhattan,16,,COMPLETE
20,0.8733115511456305,2026-09-01 07:59:03.198939,2026-09-01 07:59:03.310186,0 days 00:00:00.111247,0.27226102476962716,20,euclidean,5,,COMPLETE
21,0.8920861144840172,2026-09-01 07:59:03.388597,2026-09-01 07:59:04.744512,0 days 00:00:01.355915,0.4413513205246773,30,manhattan,11,,COMPLETE
22,0.8924758946982707,2026-09-01 07:59:04.824001,2026-09-01 07:59:06.185125,0 days 00:00:01.361124,0.3542468726137329,30,manhattan,10,,COMPLETE
23,0.8921714350378285,2026-09-01 07:59:06.248638,2026-09-01 07:59:07.624818,0 days 00:00:01.376180,0.355450735656397,40,manhattan,9,,COMPLETE
