number,value,datetime_start,datetime_complete,duration,params_bootstrap,params_contamination,params_max_features,params_max_samples,params_n_estimators,state
0,0.8349925187345973,2026-08-03 17:06:59.355727,2026-08-03 17:07:00.973478,0 days 00:00:01.617751,False,0.38398623012183963,0.536628194041868,0.3564153687048641,600,COMPLETE
1,0.8415092128235894,2026-08-03 17:07:01.049687,2026-08-03 17:07:02.826548,0 days 00:00:01.776861,False,0.36924042442680854,0.8840999889044912,0.8640145968533398,500,COMPLETE
2,0.8550500337689771,2026-08-03 17:07:02.896993,2026-08-03 17:07:03.230164,0 days 00:00:00.333171,False,0.1353982885353253,0.8053361369288301,0.4687020335420059,100,COMPLETE
3,0.8418019970398258,2026-08-03 17:07:03.305759,2026-08-03 17:07:04.861278,0 days 00:00:01.555519,False,0.4625689464137566,0.500031747877314,0.8282380780907392,600,COMPLETE
4,0.827430872389191,2026-08-03 17:07:04.931745,2026-08-03 17:07:05.924768,0 days 00:00:00.993023,True,0.23839494222218316,0.8669033287950063,0.6963166032152694,300,COMPLETE
5,0.8213843394572535,2026-08-03 17:07:06.001142,2026-08-03 17:07:06.327560,0 days 00:00:00.326418,False,0.3324791783025361,0.7393218515259193,0.6779355150186597,100,COMPLETE
6,0.8436305512246643,2026-08-03 17:07:06.396860,2026-08-03 17:07:07.341457,0 days 00:00:00.944597,False,0.17160719491678636,0.7139365002775724,0.7797830873718581,300,COMPLETE
7,0.8404112720127029,2026-08-03 17:07:07.410809,2026-08-03 17:07:07.972391,0 days 00:00:00.561582,False,0.4855524407145187,0.5568706017148065,0.9864273686941608,200,COMPLETE
8,0.8413592282711002,2026-08-03 17:07:08.050036,2026-08-03 17:07:08.771887,0 days 00:00:00.721851,False,0.08987234528249519,0.9017654921799765,0.8717824139030287,200,COMPLETE
9,0.8144657406542559,2026-08-03 17:07:08.841413,2026-08-03 17:07:10.527942,0 days 00:00:01.686529,False,0.33026349906138686,0.6798109074445572,0.13411324946807668,600,COMPLETE
10,0.8363994097613898,2026-08-03 17:07:10.598171,2026-08-03 17:07:11.848180,0 days 00:00:01.250009,True,0.01088898238999464,0.793723922615648,0.46534561797971163,400,COMPLETE
11,0.8266477195163133,2026-08-03 17:07:11.917492,2026-08-03 17:07:12.216305,0 days 00:00:00.298813,True,0.17613523667310105,0.6802127902865528,0.49896956226285655,100,COMPLETE
12,0.8226780684863595,2026-08-03 17:07:12.285884,2026-08-03 17:07:13.292653,0 days 00:00:01.006769,False,0.18185111762514172,0.9951904757103547,0.2294844113946464,300,COMPLETE
13,0.8475687683663718,2026-08-03 17:07:13.369060,2026-08-03 17:07:14.237061,0 days 00:00:00.868001,False,0.10034763920690128,0.6303737695253201,0.6074150947664118,300,COMPLETE
14,0.8404898567333186,2026-08-03 17:07:14.313503,2026-08-03 17:07:14.855074,0 days 00:00:00.541571,True,0.07511521596840212,0.5978304265968815,0.5540874623270388,200,COMPLETE
15,0.8397017642494305,2026-08-03 17:07:14.924409,2026-08-03 17:07:16.070350,0 days 00:00:01.145941,False,0.10415659011487052,0.6247952783541537,0.39342486602754495,400,COMPLETE
16,0.8469486226568281,2026-08-03 17:07:16.145974,2026-08-03 17:07:16.486240,0 days 00:00:00.340266,False,0.022236396102062975,0.7965210769860325,0.5903935162906295,100,COMPLETE
17,0.8361964366544286,2026-08-03 17:07:16.556469,2026-08-03 17:07:17.861271,0 days 00:00:01.304802,False,0.24773198312171874,0.7976561519123222,0.31855796168167877,400,COMPLETE
18,0.8348393907932835,2026-08-03 17:07:17.931565,2026-08-03 17:07:18.646811,0 days 00:00:00.715246,True,0.12331830821690391,0.9589118423094496,0.6271210332198585,200,COMPLETE
19,0.8359346372708918,2026-08-03 17:07:18.723221,2026-08-03 17:07:20.139925,0 days 00:00:01.416704,False,0.23057452994001207,0.6290764929322641,0.4556912676515678,500,COMPLETE
20,0.8439179467743443,2026-08-03 17:07:20.216170,2026-08-03 17:07:21.230226,0 days 00:00:01.014056,False,0.05691321535518859,0.8333515850250947,0.7088226682613574,300,COMPLETE
21,0.8196604152147203,2026-08-03 17:07:21.305601,2026-08-03 17:07:21.632913,0 days 00:00:00.327312,False,0.01108330631716846,0.7633947414867178,0.5793160490235061,100,COMPLETE
22,0.824612150724596,2026-08-03 17:07:21.702179,2026-08-03 17:07:22.057468,0 days 00:00:00.355289,False,0.04321483710640857,0.8249510704735856,0.5306489355919555,100,COMPLETE
23,0.8496456502683556,2026-08-03 17:07:22.125879,2026-08-03 17:07:22.500869,0 days 00:00:00.374990,False,0.13719183993773162,0.9271916062584536,0.6194118392431391,100,COMPLETE
24,0.8356256870549859,2026-08-03 17:07:22.578520,2026-08-03 17:07:23.285523,0 days 00:00:00.707003,False,0.13431836599105582,0.9329378688276644,0.4040928480614424,200,COMPLETE
25,0.839250463425324,2026-08-03 17:07:23.361175,2026-08-03 17:07:23.709212,0 days 00:00:00.348037,False,0.1445418491302726,0.9955443523728563,0.3007258965909822,100,COMPLETE
26,0.8376334144028279,2026-08-03 17:07:23.785425,2026-08-03 17:07:24.500757,0 days 00:00:00.715332,True,0.20393866586468537,0.9394022099190326,0.7431309031369626,200,COMPLETE
27,0.8422407243086341,2026-08-03 17:07:24.576465,2026-08-03 17:07:26.296504,0 days 00:00:01.720039,False,0.2701896900791996,0.8608117924138732,0.6535674400350933,500,COMPLETE
28,0.8398234583024982,2026-08-03 17:07:26.368944,2026-08-03 17:07:27.292491,0 days 00:00:00.923547,False,0.10375621629112874,0.6931836213651282,0.6137801865794563,300,COMPLETE
29,0.8460913756187985,2026-08-03 17:07:27.361923,2026-08-03 17:07:27.639689,0 days 00:00:00.277766,False,0.1485446981442114,0.5499823462533091,0.43102309113255427,100,COMPLETE
30,0.8358304563841329,2026-08-03 17:07:27.716186,2026-08-03 17:07:28.417290,0 days 00:00:00.701104,False,0.2877725864032526,0.9123366520538603,0.5146540628679557,200,COMPLETE
31,0.8230970373111273,2026-08-03 17:07:28.493928,2026-08-03 17:07:28.826474,0 days 00:00:00.332546,False,0.04898896528029086,0.7621704005180538,0.5841021341098042,100,COMPLETE
32,0.8359741541589729,2026-08-03 17:07:28.896656,2026-08-03 17:07:29.202160,0 days 00:00:00.305504,False,0.07953154224423445,0.6536092528566941,0.6309178604282268,100,COMPLETE
33,0.8361939668489234,2026-08-03 17:07:29.278491,2026-08-03 17:07:29.625674,0 days 00:00:00.347183,False,0.11503429198747414,0.8257895238379632,0.7921280105213669,100,COMPLETE
34,0.8361533273219764,2026-08-03 17:07:29.702167,2026-08-03 17:07:30.236786,0 days 00:00:00.534619,False,0.04797849785214404,0.5034246438431909,0.49082140458915413,200,COMPLETE
35,0.833336401879567,2026-08-03 17:07:30.313365,2026-08-03 17:07:30.667352,0 days 00:00:00.353987,False,0.21200833073871506,0.8740658580526901,0.34874053327542065,100,COMPLETE
36,0.8501203019808738,2026-08-03 17:07:30.736690,2026-08-03 17:07:31.389612,0 days 00:00:00.652922,False,0.15175325256141858,0.7274878684942324,0.7079123204331098,200,COMPLETE
37,0.8461308925068796,2026-08-03 17:07:31.458967,2026-08-03 17:07:32.374896,0 days 00:00:00.915929,True,0.15892126100344695,0.7236786195978587,0.8716775986176613,300,COMPLETE
38,0.839230255925737,2026-08-03 17:07:32.445212,2026-08-03 17:07:33.014760,0 days 00:00:00.569548,False,0.19420755910556964,0.5851496934554228,0.7217349247460414,200,COMPLETE
39,0.8419021364266674,2026-08-03 17:07:33.090913,2026-08-03 17:07:34.041913,0 days 00:00:00.951000,False,0.4039969830691641,0.7341533670231454,0.6791355153928575,300,COMPLETE
40,0.8483191401843642,2026-08-03 17:07:34.111762,2026-08-03 17:07:34.763828,0 days 00:00:00.652066,False,0.16341070225349538,0.7538423374380547,0.9337812751292227,200,COMPLETE
41,0.8265318631853487,2026-08-03 17:07:34.834086,2026-08-03 17:07:35.493754,0 days 00:00:00.659668,False,0.16565265448416644,0.7645790805985135,0.9462695220974,200,COMPLETE
42,0.840069989797458,2026-08-03 17:07:35.563335,2026-08-03 17:07:36.194424,0 days 00:00:00.631089,False,0.13442896920961794,0.7020363342308951,0.9363603805208996,200,COMPLETE
43,0.8381606056142721,2026-08-03 17:07:36.264700,2026-08-03 17:07:37.466024,0 days 00:00:01.201324,False,0.08830544064043316,0.6587014652816471,0.778795286133006,400,COMPLETE
44,0.8462584242820501,2026-08-03 17:07:37.541582,2026-08-03 17:07:38.202054,0 days 00:00:00.660472,False,0.1793119003192353,0.7787501489576175,0.9041486732745776,200,COMPLETE
45,0.8442219573792399,2026-08-03 17:07:38.271572,2026-08-03 17:07:39.313176,0 days 00:00:01.041604,False,0.21874942079211918,0.8517043004858588,0.8429467687265815,300,COMPLETE
46,0.8264252124930846,2026-08-03 17:07:39.389728,2026-08-03 17:07:39.688241,0 days 00:00:00.298513,True,0.11248037531474958,0.6604368242216472,0.8034723958981629,100,COMPLETE
47,0.8374196639627535,2026-08-03 17:07:39.757587,2026-08-03 17:07:40.702125,0 days 00:00:00.944538,False,0.1446865981136079,0.744214598407277,0.5516889552330337,300,COMPLETE
48,0.8356427511657482,2026-08-03 17:07:40.771510,2026-08-03 17:07:41.493804,0 days 00:00:00.722294,False,0.07137025813489073,0.8959026529531547,0.7523502246832903,200,COMPLETE
49,0.8345659159655412,2026-08-03 17:07:41.563108,2026-08-03 17:07:42.431201,0 days 00:00:00.868093,False,0.252529865509587,0.6126490812986549,0.666209559511896,300,COMPLETE
50,0.84162125218241,2026-08-03 17:07:42.506859,2026-08-03 17:07:42.806270,0 days 00:00:00.299411,True,0.18580378640109982,0.70538995897083,0.14194089529636822,100,COMPLETE
