number,value,datetime_start,datetime_complete,duration,params_contamination,params_leaf_size,params_metric,params_n_neighbors,params_p,state
0,0.8828086648813362,2026-08-09 21:27:48.186819,2026-08-09 21:27:51.054139,0 days 00:00:02.867320,0.2757254682642995,30,minkowski,48,2.0,COMPLETE
1,0.8811160518835153,2026-08-09 21:27:51.120623,2026-08-09 21:28:02.414931,0 days 00:00:11.294308,0.03860487984774338,50,minkowski,10,1.0,COMPLETE
2,0.9003199874270162,2026-08-09 21:28:02.482846,2026-08-09 21:28:13.819820,0 days 00:00:11.336974,0.40648517584940247,60,minkowski,38,1.0,COMPLETE
3,0.8846005146441583,2026-08-09 21:28:13.893330,2026-08-09 21:28:25.224219,0 days 00:00:11.330889,0.3695652622191061,40,manhattan,20,,COMPLETE
4,0.8715205202820441,2026-08-09 21:28:25.292650,2026-08-09 21:28:26.126159,0 days 00:00:00.833509,0.24453541449540095,40,euclidean,7,,COMPLETE
5,0.8862871903996288,2026-08-09 21:28:26.192352,2026-08-09 21:28:37.493242,0 days 00:00:11.300890,0.21965777027202094,50,manhattan,21,,COMPLETE
6,0.8803395204554214,2026-08-09 21:28:37.555817,2026-08-09 21:28:48.832565,0 days 00:00:11.276748,0.06573318968051038,60,manhattan,12,,COMPLETE
7,0.8816671427270653,2026-08-09 21:28:48.902739,2026-08-09 21:29:00.193787,0 days 00:00:11.291048,0.4037301823363769,60,minkowski,9,1.0,COMPLETE
8,0.8707849009440964,2026-08-09 21:29:00.265468,2026-08-09 21:29:11.555938,0 days 00:00:11.290470,0.33026349906138686,30,manhattan,5,,COMPLETE
9,0.861857234267867,2026-08-09 21:29:11.634277,2026-08-09 21:29:12.485219,0 days 00:00:00.850942,0.24317566187629008,40,euclidean,16,,COMPLETE
10,0.8679569774447157,2026-08-09 21:29:12.552998,2026-08-09 21:29:13.521563,0 days 00:00:00.968565,0.4896162581121494,10,minkowski,93,2.0,COMPLETE
11,0.8990077071891772,2026-08-09 21:29:13.588760,2026-08-09 21:29:24.965987,0 days 00:00:11.377227,0.15820499093524015,60,manhattan,31,,COMPLETE
