number,value,datetime_start,datetime_complete,duration,params_epsilon,params_k,params_lr,params_n_epochs,params_proportion,params_samples,params_wd,state
107,0.8806238203575696,2026-08-05 01:34:17.540403,2026-08-05 01:34:47.438679,0 days 00:00:29.898276,0.295377799496699,5,0.0006331082413480452,300,1,SUBSPACE,0.0030921034097760947,COMPLETE
108,0.8739914738655443,2026-08-05 01:34:47.520961,2026-08-05 01:35:17.692887,0 days 00:00:30.171926,0.29240616930701674,6,0.0005157844427315317,300,1,SUBSPACE,0.0013956540475231535,COMPLETE
109,0.8805729397597953,2026-08-05 01:35:17.768892,2026-08-05 01:35:47.735804,0 days 00:00:29.966912,0.2990325794750419,5,0.0006369352404526952,300,1,SUBSPACE,0.0030086794557333137,COMPLETE
110,0.8699010372373289,2026-08-05 01:35:47.817237,2026-08-05 01:36:17.406136,0 days 00:00:29.588899,0.34697792493496454,5,0.00035406819889136315,300,1,SUBSPACE,0.0032593092887637674,COMPLETE
111,0.8794529608873577,2026-08-05 01:36:17.470615,2026-08-05 01:36:47.184440,0 days 00:00:29.713825,0.259615374543457,5,0.0008468753644736284,300,1,SUBSPACE,0.0018775813590363923,COMPLETE
112,0.8803597258262645,2026-08-05 01:36:47.254484,2026-08-05 01:37:16.886065,0 days 00:00:29.631581,0.27607173283995584,5,0.0006648100064550366,300,1,SUBSPACE,0.005117811725120119,COMPLETE
113,0.8802025411224259,2026-08-05 01:37:16.949114,2026-08-05 01:37:46.679269,0 days 00:00:29.730155,0.29924203715628434,5,0.0006356018417654801,300,1,SUBSPACE,0.00524298230981772,COMPLETE
114,0.8727570136481146,2026-08-05 01:37:46.751307,2026-08-05 01:38:16.774881,0 days 00:00:30.023574,0.31516948929338967,7,0.0006478860979343341,300,1,SUBSPACE,0.002049400221636873,COMPLETE
115,0.871966244357705,2026-08-05 01:38:16.836984,2026-08-05 01:38:47.087722,0 days 00:00:30.250738,0.30186958002306913,6,0.0008692397328119101,300,1,SUBSPACE,0.00503877670277974,COMPLETE
116,0.8804854130171953,2026-08-05 01:38:47.160234,2026-08-05 01:39:16.777394,0 days 00:00:29.617160,0.2765296913067884,5,0.000623669670488655,300,1,SUBSPACE,0.0028073113582143816,COMPLETE
117,0.8742068078239821,2026-08-05 01:39:16.843283,2026-08-05 01:39:46.523901,0 days 00:00:29.680618,0.2988882019243777,6,0.000605569020389537,300,1,SUBSPACE,0.003920428587673328,COMPLETE
118,0.8725195708585011,2026-08-05 01:39:46.585775,2026-08-05 01:40:15.945295,0 days 00:00:29.359520,0.33605140609871564,5,0.0004593122163876186,300,1,SUBSPACE,0.0028529677475287864,COMPLETE
