number,value,datetime_start,datetime_complete,duration,params_bootstrap,params_contamination,params_max_features,params_max_samples,params_n_estimators,state
0,0.8068384969641644,2026-08-08 21:46:31.450019,2026-08-08 21:46:33.465216,0 days 00:00:02.015197,False,0.38398623012183963,0.536628194041868,0.3564153687048641,600,COMPLETE
1,0.8138030253598896,2026-08-08 21:46:33.527769,2026-08-08 21:46:35.724999,0 days 00:00:02.197230,False,0.36924042442680854,0.8840999889044912,0.8640145968533398,500,COMPLETE
2,0.7998708736261737,2026-08-08 21:46:35.803496,2026-08-08 21:46:36.228998,0 days 00:00:00.425502,False,0.1353982885353253,0.8053361369288301,0.4687020335420059,100,COMPLETE
3,0.8159187548051503,2026-08-08 21:46:36.292044,2026-08-08 21:46:38.355722,0 days 00:00:02.063678,False,0.4625689464137566,0.500031747877314,0.8282380780907392,600,COMPLETE
4,0.8202205563508586,2026-08-08 21:46:38.434065,2026-08-08 21:46:39.640375,0 days 00:00:01.206310,True,0.23839494222218316,0.8669033287950063,0.6963166032152694,300,COMPLETE
5,0.8009702173032973,2026-08-08 21:46:39.703044,2026-08-08 21:46:40.112363,0 days 00:00:00.409319,False,0.3324791783025361,0.7393218515259193,0.6779355150186597,100,COMPLETE
6,0.8126328680581034,2026-08-08 21:46:40.175108,2026-08-08 21:46:41.354767,0 days 00:00:01.179659,False,0.17160719491678636,0.7139365002775724,0.7797830873718581,300,COMPLETE
7,0.8173409144168399,2026-08-08 21:46:41.417413,2026-08-08 21:46:42.141865,0 days 00:00:00.724452,False,0.4855524407145187,0.5568706017148065,0.9864273686941608,200,COMPLETE
8,0.8075696434337201,2026-08-08 21:46:42.220220,2026-08-08 21:46:43.116875,0 days 00:00:00.896655,False,0.08987234528249519,0.9017654921799765,0.8717824139030287,200,COMPLETE
9,0.7970245359621863,2026-08-08 21:46:43.179515,2026-08-08 21:46:45.346321,0 days 00:00:02.166806,False,0.33026349906138686,0.6798109074445572,0.13411324946807668,600,COMPLETE
10,0.8115982826838182,2026-08-08 21:46:45.424876,2026-08-08 21:46:47.124820,0 days 00:00:01.699944,True,0.011200276037001633,0.9422708192761274,0.5643346635302007,400,COMPLETE
11,0.810352702984648,2026-08-08 21:46:47.187528,2026-08-08 21:46:48.259405,0 days 00:00:01.071877,True,0.22255448277235973,0.644315320347938,0.9825841530842943,300,COMPLETE
12,0.8183576029510679,2026-08-08 21:46:48.322044,2026-08-08 21:46:49.644248,0 days 00:00:01.322204,True,0.46637058886210286,0.9951904757103547,0.6519469135909344,300,COMPLETE
13,0.8126950360288283,2026-08-08 21:46:49.708686,2026-08-08 21:46:51.472269,0 days 00:00:01.763583,True,0.23716852836872562,0.9885840011316392,0.6280734765148358,400,COMPLETE
14,0.8066775599663567,2026-08-08 21:46:51.534857,2026-08-08 21:46:52.691573,0 days 00:00:01.156716,True,0.2727713088726843,0.8117347036240609,0.38034540716405646,300,COMPLETE
15,0.8086371293899148,2026-08-08 21:46:52.754378,2026-08-08 21:46:54.336239,0 days 00:00:01.581861,True,0.43899099129277575,0.8446847371349012,0.7021957002591639,400,COMPLETE
16,0.8060011132372766,2026-08-08 21:46:54.414508,2026-08-08 21:46:55.289002,0 days 00:00:00.874494,True,0.02903642535394374,0.9913345110511377,0.5271735529719057,200,COMPLETE
17,0.8128440642270492,2026-08-08 21:46:55.351630,2026-08-08 21:46:56.582681,0 days 00:00:01.231051,True,0.41710070143218125,0.9284146575312292,0.22693756740704535,300,COMPLETE
